predicate;formula;frequency;closest_solution;solution_distance
this/inv13;((Person . (^ (~ (Person <: Tutors)))) in Teacher);1;(((Person . (^ (Person <: Tutors))) in Student) && ((Person . (^ (~ (Person <: Tutors)))) in Teacher));7
this/inv12;(some ref0:(one Teacher)|(all ref1:(one Student)|(some ref2:(one Class),ref3:(one Group)|(((ref2 -> (ref1 -> ref3)) in (Class <: Groups)) => ((ref0 -> ref2) in (Person <: Teaches))))));1;(all ref0:(one Teacher)|(some ref1:(one Class)|((some ref2:(one Group),ref3:(one Person)|((ref1 -> (ref3 -> ref2)) in (Class <: Groups))) && ((ref0 -> ref1) in (Person <: Teaches)))));16
this/inv9;(all ref0:(one Teacher)|((lone (ref0 . (Person <: Teaches))) && (no (Student & Teacher))));1;(all ref0:(one Class)|(lone ((ref0 . (~ (Person <: Teaches))) & Teacher)));10
this/inv12;(some ref0:(one Teacher)|(all ref1:(one Student)|(some ref2:(one Class),ref3:(one Group)|(((ref2 -> (ref0 -> ref3)) in (Class <: Groups)) => ((ref0 -> ref2) in (Person <: Teaches))))));1;(all ref0:(one Teacher)|(some ref1:(one Class)|((some ref2:(one Group),ref3:(one Person)|((ref1 -> (ref3 -> ref2)) in (Class <: Groups))) && ((ref0 -> ref1) in (Person <: Teaches)))));16
this/inv11;(all ref0:(one Class),ref1:(one Person)|(some ref2:(one Group),ref3:(one Teacher)|(((ref0 -> (ref1 -> ref2)) in (Class <: Groups)) => ((ref3 -> ref0) in (Person <: Teaches)))));1;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));10
this/inv11;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Person)|((ref3 -> ref0) in (Person <: Teaches)))));1;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));8
this/inv12;(some ref0:(one Teacher)|(all ref1:(one Student)|(some ref2:(one Class),ref3:(one Group)|(((ref0 -> ref2) in (Person <: Teaches)) && ((ref2 -> (ref0 -> ref3)) in (Class <: Groups))))));1;(all ref0:(one Teacher)|(some ref1:(one Class),ref2:(one Group),ref3:(one Person)|(((ref0 -> ref1) in (Person <: Teaches)) && ((ref1 -> (ref3 -> ref2)) in (Class <: Groups)))));14
this/inv11;(all ref0:(one Class),ref1:(one Group),ref2:(one Person)|(some ref3:(one Teacher)|(((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) => (((ref0 -> (ref3 -> ref1)) in (Class <: Groups)) && ((ref3 -> ref0) in (Person <: Teaches))))));1;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));16
this/inv11;(all ref0:(one Teacher)|(some ref1:(one Class)|(((ref0 -> ref1) in (Person <: Teaches)) => (some ref2:(one Group),ref3:(one Student)|((ref1 -> (ref3 -> ref2)) in (Class <: Groups))))));1;(all ref0:(one Class)|((all ref1:(one Teacher)|((ref1 -> ref0) !in (Person <: Teaches))) => (all ref2:(one Group),ref3:(one Person)|((ref0 -> (ref3 -> ref2)) !in (Class <: Groups)))));16
this/inv11;(some ref0:(one Teacher)|(all ref1:(one Class)|(((ref0 -> ref1) in (Person <: Teaches)) => (some ref2:(one Group),ref3:(one Student)|((ref1 -> (ref3 -> ref2)) in (Class <: Groups))))));1;(all ref0:(one Class)|((all ref1:(one Teacher)|((ref1 -> ref0) !in (Person <: Teaches))) => (all ref2:(one Group),ref3:(one Person)|((ref0 -> (ref3 -> ref2)) !in (Class <: Groups)))));16
this/inv11;(some Teacher);1;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some ((ref0 . (~ (Person <: Teaches))) & Teacher))));11
this/inv13;(some ref0:(one Student),ref1:(one Teacher)|(((ref1 -> ref0) in (Person <: Tutors)) => ((ref0 in Student) && (ref1 in Teacher))));1;(all ref0:(one Person),ref1:(one Person)|(((ref0 -> ref1) in (Person <: Tutors)) => ((ref0 in Teacher) && (ref1 in Student))));10
this/inv14;(all ref0:(one Class),ref1:(one Group),ref2:(one Student)|((all ref3:(one Teacher)|(((ref3 -> ref0) in (Person <: Teaches)) => ((ref3 -> ref2) in (Person <: Tutors)))) && ((ref0 -> (ref2 -> ref1)) in (Class <: Groups))));1;(all ref0:(one Class),ref1:(one Group),ref2:(one Person),ref3:(one Person)|(((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) => (((ref3 -> ref0) in (Person <: Teaches)) => ((ref3 -> ref2) in (Person <: Tutors)))));24
this/inv11;(all ref0:(one Class),ref1:(one Group)|(some ref2:(one Teacher)|((some (ref0 . (Class <: Groups))) => (((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) && ((ref2 -> ref0) in (Person <: Teaches))))));1;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));14
this/inv11;(all ref0:(one Class),ref1:(one Group)|(some ((ref0 . (Class <: Groups)) . ref1)));1;(all ref0:(one Class),ref1:(one Group)|((some ((ref0 . (Class <: Groups)) . ref1)) => (some ref2:(one Teacher)|((ref2 -> ref0) in (Person <: Teaches)))));11
this/inv12;(all ref0:(one Student),ref1:(one Teacher)|(some ref2:(one Class),ref3:(one Group)|(((ref1 -> ref2) in (Person <: Teaches)) => ((ref2 -> (ref0 -> ref3)) in (Class <: Groups)))));1;(all ref0:(one Teacher)|(some ref1:(one Class),ref2:(one Group),ref3:(one Person)|(((ref0 -> ref1) in (Person <: Teaches)) && ((ref1 -> (ref3 -> ref2)) in (Class <: Groups)))));16
this/inv13;(some ref0:(one Student),ref1:(one Teacher)|((ref0 -> ref1) in (Person <: Tutors)));1;(all ref0:(one Person),ref1:(one Person)|(((ref0 -> ref1) in (Person <: Tutors)) => ((ref0 in Teacher) && (ref1 in Student))));12
this/inv7;(all ref0:(one Class)|(some ref1:(one Person)|((ref1 -> ref0) in (Person <: Teaches))));1;(all ref0:(one Class)|(some ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches))));4
this/inv5;(all ref0:(one Class)|(lone ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches))));1;(some ref0:(one Class),ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches)));4
this/inv11;(all ref0:(one Class),ref1:(one Group)|(some ref2:(one Teacher)|((ref2 in ((ref0 . (Class <: Groups)) . ref1)) => ((ref2 -> ref0) in (Person <: Teaches)))));1;(all ref0:(one Class),ref1:(one Group)|((some ((ref0 . (Class <: Groups)) . ref1)) => (some ref2:(one Teacher)|((ref2 -> ref0) in (Person <: Teaches)))));9
this/inv14;(all ref0:(one Class),ref1:(one Person),ref2:(one Teacher)|(some ref3:(one Group)|(((ref0 -> (ref1 -> ref3)) in (Class <: Groups)) => ((ref2 -> ref1) in (Person <: Tutors)))));1;(all ref0:(one Class),ref1:(one Person),ref2:(one Person)|((some ref3:(one Group)|((ref0 -> (ref1 -> ref3)) in (Class <: Groups))) => (((ref2 -> ref0) in (Person <: Teaches)) => ((ref2 -> ref1) in (Person <: Tutors)))));14
this/inv13;(some ref0:(one Student),ref1:(one Teacher)|(((ref0 -> ref1) in (Person <: Tutors)) && ((ref1 -> ref0) !in (Person <: Tutors))));1;(all ref0:(one Person),ref1:(one Person)|(((ref0 -> ref1) in (Person <: Tutors)) => ((ref0 in Teacher) && (ref1 in Student))));16
this/inv14;(all ref0:(one Class),ref1:(one Student)|(some ref2:(one Teacher)|(some ((ref0 . (Class <: Groups)) . ref1))));1;(all ref0:(one Class),ref1:(one Person)|((some (ref1 . (ref0 . (Class <: Groups)))) => (((Person <: Teaches) . ref0) in ((Person <: Tutors) . ref1))));15
this/inv5;(some ref0:(one Class)|(lone ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches))));1;(some ref0:(one Class),ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches)));4
this/inv10;(all ref0:(one Class),ref1:(one Student)|(some ref2:(one Group)|((ref1 -> (ref2 -> ref0)) in (Class <: Groups))));1;(all ref0:(one Class),ref1:(one Student)|(some ref2:(one Group)|((ref0 -> (ref1 -> ref2)) in (Class <: Groups))));10
this/inv13;(no (Person . (Person <: Tutors)));1;(((Person . (^ (Person <: Tutors))) in Student) && ((Person . (^ (~ (Person <: Tutors)))) in Teacher));12
this/inv5;(some ref0:(one Class)|(lone ref1:(one Person)|((ref1 -> ref0) in (Person <: Teaches))));1;(some ref0:(one Class),ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches)));4
this/inv13;(no (Person . (^ (Person <: Tutors))));1;(((Person . (^ (Person <: Tutors))) in Student) && ((Person . (^ (~ (Person <: Tutors)))) in Teacher));11
this/inv14;(all ref0:(one Class),ref1:(one Student)|(some ref2:(one Teacher)|(some (ref1 . (ref0 . (Class <: Groups))))));1;(all ref0:(one Class),ref1:(one Person)|((some (ref1 . (ref0 . (Class <: Groups)))) => (((Person <: Teaches) . ref0) in ((Person <: Tutors) . ref1))));13
this/inv6;(Teacher in ((Person <: Teaches) . Person));1;(Teacher in ((Person <: Teaches) . Class));2
this/inv13;(no (Person . (^ (~ (Person <: Tutors)))));1;(((Person . (^ (Person <: Tutors))) in Student) && ((Person . (^ (~ (Person <: Tutors)))) in Teacher));10
this/inv8;(all ref0:(one Class),ref1:(one Class)|(some ref2:(one Person)|((((ref2 -> ref0) in (Person <: Teaches)) && (ref2 in Teacher)) => ((ref2 -> ref1) in (Person <: Teaches)))));1;(all ref0:(one Class),ref1:(one Class),ref2:(one Teacher)|(((ref0 != ref1) && ((ref2 -> ref0) in (Person <: Teaches))) => ((ref2 -> ref1) !in (Person <: Teaches))));14
this/inv14;(all ref0:(one Class),ref1:(one Student)|(some ref2:(one Teacher)|((some (ref1 . (ref0 . (Class <: Groups)))) && (some (ref2 . (ref0 . (Class <: Groups)))))));1;(all ref0:(one Class),ref1:(one Person)|((some (ref1 . (ref0 . (Class <: Groups)))) => (((Person <: Teaches) . ref0) in ((Person <: Tutors) . ref1))));16
this/inv9;(all ref0:(one Class)|(Teacher in ((Person <: Teaches) . ref0)));1;(all ref0:(one Class)|(lone ref1:(one Teacher)|(ref0 in (ref1 . (Person <: Teaches)))));7
this/inv13;(all ref0:(one Student),ref1:(one Teacher)|(((ref1 -> ref0) in (Person <: Tutors)) => ((ref0 -> ref1) !in (Person <: Tutors))));1;(all ref0:(one Person),ref1:(one Person)|(((ref0 -> ref1) in (Person <: Tutors)) => ((ref0 in Teacher) && (ref1 in Student))));14
this/inv8;(all ref0:(one Class),ref1:(one Class)|(some ref2:(one Person)|((((ref2 -> ref0) in (Person <: Teaches)) && (ref2 in Teacher)) => (! ((ref2 -> ref1) in (Person <: Teaches))))));1;(all ref0:(one Class),ref1:(one Class),ref2:(one Teacher)|(((ref0 != ref1) && ((ref2 -> ref0) in (Person <: Teaches))) => ((ref2 -> ref1) !in (Person <: Teaches))));15
this/inv12;(all ref0:(one Class),ref1:(one Group),ref2:(one Teacher)|(lone ((ref0 . (Class <: Groups)) . ref1)));1;(all ref0:(one Teacher)|(some ((ref0 . (Person <: Teaches)) . (Class <: Groups))));10
this/inv13;(all ref0:(one Student)|(ref0 !in (Person . (^ (~ (Person <: Tutors))))));1;(((Person . (^ (Person <: Tutors))) in Student) && ((Person . (^ (~ (Person <: Tutors)))) in Teacher));12
this/inv11;(all ref0:(one Class)|(some ref1:(one Teacher)|(all ref2:(one Student)|(some ref3:(one Group)|(((ref0 -> (ref2 -> ref3)) in (Class <: Groups)) => ((ref1 -> ref0) in (Person <: Teaches)))))));1;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));12
this/inv13;(all ref0:(one Student),ref1:(one Teacher)|((ref0 !in (Person . (^ (~ (Person <: Tutors))))) && (ref1 !in (Person . (^ (Person <: Tutors))))));1;(((Person . (^ (Person <: Tutors))) in Student) && ((Person . (^ (~ (Person <: Tutors)))) in Teacher));12
this/inv9;(some ref0:(one Class)|(Teacher in ((Person <: Teaches) . ref0)));1;(all ref0:(one Class)|(lone ref1:(one Teacher)|(ref0 in (ref1 . (Person <: Teaches)))));7
this/inv8;(all ref0:(one Class),ref1:(one Class)|(some ref2:(one Person)|((! (((ref2 -> ref0) in (Person <: Teaches)) && ((ref2 -> ref1) in (Person <: Teaches)))) && (ref2 in Teacher))));1;(all ref0:(one Class),ref1:(one Class),ref2:(one Person)|((((ref2 -> ref0) in (Person <: Teaches)) && ((ref2 -> ref1) in (Person <: Teaches)) && (ref2 in Teacher)) => (ref0 = ref1)));12
this/inv12;(all ref0:(one Class),ref1:(one Group)|(some ref2:(one Teacher)|(ref2 in ((ref0 . (Class <: Groups)) . ref1))));1;(all ref0:(one Teacher)|(some ((ref0 . (Person <: Teaches)) . (Class <: Groups))));11
this/inv11;(no ref0:(one Class),ref1:(one Teacher)|(some ref2:(one Group),ref3:(one Student)|(((ref0 -> (ref3 -> ref2)) in (Class <: Groups)) && ((ref1 -> ref0) in (Person <: Teaches)))));1;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));14
this/inv13;((no (Student . (Person <: Tutors))) && (no (Teacher . (~ (Person <: Tutors)))));1;(((Person . (^ (Person <: Tutors))) in Student) && ((Person . (^ (~ (Person <: Tutors)))) in Teacher));12
this/inv8;(all ref0:(one Class),ref1:(one Class)|(some ref2:(one Person)|((((ref2 -> ref0) in (Person <: Teaches)) && ((ref2 -> ref1) in (Person <: Teaches)) && (ref2 in Teacher)) => (ref0 = ref1))));1;(all ref0:(one Class),ref1:(one Class),ref2:(one Person)|((((ref2 -> ref0) in (Person <: Teaches)) && ((ref2 -> ref1) in (Person <: Teaches)) && (ref2 in Teacher)) => (ref0 = ref1)));6
this/inv14;(all ref0:(one Class),ref1:(one Student)|(some ref2:(one Teacher)|((ref2 -> ref0) in (Person <: Teaches))));1;(all ref0:(one Class),ref1:(one Person)|((some (ref1 . (ref0 . (Class <: Groups)))) => (((Person <: Teaches) . ref0) in ((Person <: Tutors) . ref1))));20
this/inv13;(no (Student . (Person <: Tutors)));1;(((Person . (^ (Person <: Tutors))) in Student) && ((Person . (^ (~ (Person <: Tutors)))) in Teacher));14
this/inv9;(all ref0:(one ((Person <: Teaches) . Class))|(one Teacher));1;(all ref0:(one Class)|(lone (((Person <: Teaches) . ref0) & Teacher)));8
this/inv11;(no ref0:(one Class)|(some ref1:(one Group),ref2:(one Student),ref3:(one Teacher)|(((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) && ((ref3 -> ref0) in (Person <: Teaches)))));1;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));10
this/inv13;(all ref0:(one Student)|(ref0 !in (Person . (^ (Person <: Tutors)))));1;(((Person . (^ (Person <: Tutors))) in Student) && ((Person . (^ (~ (Person <: Tutors)))) in Teacher));13
this/inv10;(all ref0:(one Class),ref1:(one Student)|(one ref2:(one Group)|((ref0 -> (ref1 -> ref2)) in (Class <: Groups))));1;(all ref0:(one Class),ref1:(one Student)|(some ref2:(one Group)|((ref0 -> (ref1 -> ref2)) in (Class <: Groups))));6
this/inv11;(all ref0:(one Class)|(some ref1:(one Group),ref2:(one Student)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))));1;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));13
this/inv14;(all ref0:(one Class),ref1:(one Group),ref2:(one Student)|(some ref3:(one Teacher)|(some Teacher)));1;(all ref0:(one Class),ref1:(one Person)|((some (ref1 . (ref0 . (Class <: Groups)))) => (((Person <: Teaches) . ref0) in ((Person <: Tutors) . ref1))));20
this/inv9;(all ref0:(one (Teacher . (Person <: Teaches)))|(one Teacher));1;(all ref0:(one Class)|(lone (((Person <: Teaches) . ref0) & Teacher)));8
this/inv13;(all ref0:(one Student),ref1:(one Teacher)|((ref0 !in (Person . (^ (Person <: Tutors)))) && (ref1 !in (Person . (Person <: Tutors)))));1;(((Person . (^ (Person <: Tutors))) in Student) && ((Person . (^ (~ (Person <: Tutors)))) in Teacher));12
this/inv14;(no ref0:(one Person)|(some ref1:(one Class),ref2:(one Group)|((some ref3:(one Teacher)|(((ref0 -> ref3) !in (Person <: Tutors)) && ((ref3 -> ref1) in (Person <: Teaches)))) && ((ref1 -> (ref0 -> ref2)) in (Class <: Groups)))));1;(all ref0:(one Class),ref1:(one Person),ref2:(one Person)|((some ref3:(one Group)|(((ref0 -> (ref2 -> ref3)) in (Class <: Groups)) && ((ref1 -> ref0) in (Person <: Teaches)))) => ((ref1 -> ref2) in (Person <: Tutors))));22
this/inv13;(some ref0:(one Person),ref1:(one Person)|(((ref1 -> ref0) in (Person <: Tutors)) => ((ref0 in Teacher) && (ref1 in Student))));1;(all ref0:(one Person),ref1:(one Person)|(((ref0 -> ref1) in (Person <: Tutors)) => ((ref0 in Teacher) && (ref1 in Student))));6
this/inv14;(all ref0:(one Class),ref1:(one Group),ref2:(one Student)|(some ref3:(one Teacher)|(some (ref0 . (Class <: Groups)))));1;(all ref0:(one Class),ref1:(one Person)|((some (ref1 . (ref0 . (Class <: Groups)))) => (((Person <: Teaches) . ref0) in ((Person <: Tutors) . ref1))));16
this/inv13;(all ref0:(one Student),ref1:(one Teacher)|((ref0 !in (Person . (* (Person <: Tutors)))) && (ref1 !in (Person . (* (Person <: Tutors))))));1;(((Person . (^ (Person <: Tutors))) in Student) && ((Person . (^ (~ (Person <: Tutors)))) in Teacher));15
this/inv11;(all ref0:(one Class)|(some ref1:(one Teacher)|(((ref1 -> ref0) in (Person <: Teaches)) => (some ref2:(one Group)|(some ((ref0 . (Class <: Groups)) . ref2))))));1;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches)))));15
this/inv14;(all ref0:(one Class),ref1:(one Group),ref2:(one Student)|(some ref3:(one Teacher)|(some ((ref0 . (Class <: Groups)) . ref2))));1;(all ref0:(one Class),ref1:(one Person)|((some (ref1 . (ref0 . (Class <: Groups)))) => (((Person <: Teaches) . ref0) in ((Person <: Tutors) . ref1))));16
this/inv11;(no ref0:(one Class)|(some ref1:(one Group),ref2:(one Student),ref3:(one Teacher)|(((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) => ((ref3 -> ref0) in (Person <: Teaches)))));1;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));8
this/inv5;(all ref0:(one Teacher)|(some ref1:(one Person)|((ref1 in Teacher) && (some (ref0 . (Person <: Teaches))))));1;(some (Teacher . (Person <: Teaches)));8
this/inv7;((Person <: Teaches) in (Teacher some-> Class));1;(Class in (Teacher . (Person <: Teaches)));6
this/inv14;(all ref0:(one Class),ref1:(one Group),ref2:(one Student)|(some ref3:(one Teacher)|(some (ref2 . (ref0 . (Class <: Groups))))));1;(all ref0:(one Class),ref1:(one Person)|((some (ref1 . (ref0 . (Class <: Groups)))) => (((Person <: Teaches) . ref0) in ((Person <: Tutors) . ref1))));16
this/inv14;(no ref0:(one Student)|(some ref1:(one Class),ref2:(one Group)|((some ref3:(one Teacher)|(((ref3 -> ref0) !in (Person <: Tutors)) && ((ref3 -> ref1) in (Person <: Teaches)))) && ((ref1 -> (ref0 -> ref2)) in (Class <: Groups)))));1;(all ref0:(one Class),ref1:(one Person),ref2:(one Person)|((some ref3:(one Group)|(((ref0 -> (ref2 -> ref3)) in (Class <: Groups)) && ((ref1 -> ref0) in (Person <: Teaches)))) => ((ref1 -> ref2) in (Person <: Tutors))));24
this/inv13;(all ref0:(one Student),ref1:(one Teacher)|((ref0 !in (Person . (^ (Person <: Tutors)))) && (ref1 !in (Person . (^ (~ (Person <: Tutors)))))));1;(((Person . (^ (Person <: Tutors))) in Student) && ((Person . (^ (~ (Person <: Tutors)))) in Teacher));10
this/inv14;(all ref0:(one Class),ref1:(one Group),ref2:(one Student)|(some ref3:(one Teacher)|(((ref3 -> ref0) in (Person <: Teaches)) && (some (ref2 . (ref0 . (Class <: Groups)))) && (some (ref3 . (ref0 . (Class <: Groups)))))));1;(all ref0:(one Class),ref1:(one Person)|((some (ref1 . (ref0 . (Class <: Groups)))) => (((Person <: Teaches) . ref0) in ((Person <: Tutors) . ref1))));24
this/inv5;(all ref0:(one Teacher)|(some ref1:(one Class)|(some (ref0 . (Person <: Teaches)))));1;(some (Teacher . (Person <: Teaches)));4
this/inv14;(all ref0:(one Person),ref1:(one Teacher)|(some ref2:(one Class)|(((some ref3:(one Group)|((ref2 -> (ref0 -> ref3)) in (Class <: Groups))) && ((ref1 -> ref2) in (Person <: Teaches))) => ((ref1 -> ref0) in (Person <: Tutors)))));1;(all ref0:(one Class),ref1:(one Person),ref2:(one Person)|((some ref3:(one Group)|(((ref0 -> (ref2 -> ref3)) in (Class <: Groups)) && ((ref1 -> ref0) in (Person <: Teaches)))) => ((ref1 -> ref2) in (Person <: Tutors))));16
this/inv11;(all ref0:(one Class),ref1:(one Group),ref2:(one Teacher)|(((ref0 -> (ref1 -> ref2)) in (Class <: Groups)) => ((ref2 -> ref0) in (Person <: Teaches))));1;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));11
this/inv14;(all ref0:(one Class),ref1:(one Group),ref2:(one Student)|(some ref3:(one Teacher)|((((ref3 -> ref0) in (Person <: Teaches)) && (some (ref2 . (ref0 . (Class <: Groups)))) && (some (ref3 . (ref0 . (Class <: Groups))))) => (ref3 in (ref2 . (^ (~ (Person <: Tutors))))))));1;(all ref0:(one Class),ref1:(one Person)|((some (ref1 . (ref0 . (Class <: Groups)))) => (((Person <: Teaches) . ref0) in ((Person <: Tutors) . ref1))));26
this/inv11;(all ref0:(one Class),ref1:(one Group),ref2:(one Person),ref3:(one Teacher)|(((ref0 -> (ref3 -> ref1)) in (Class <: Groups)) => ((ref3 -> ref0) in (Person <: Teaches))));1;(all ref0:(one Class)|((some ref1:(one Group),ref2:(one Person)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))) => (some ref3:(one Teacher)|((ref3 -> ref0) in (Person <: Teaches)))));10
this/inv14;(all ref0:(one Student)|(some ref1:(one Teacher)|(ref1 in (ref0 . (^ (~ (Person <: Tutors)))))));1;(all ref0:(one Class),ref1:(one Person)|((some (ref1 . (ref0 . (Class <: Groups)))) => (((Person <: Teaches) . ref0) in ((Person <: Tutors) . ref1))));19
this/inv11;(all ref0:(one Class)|(some ref1:(one Teacher)|((some (ref0 . (Class <: Groups))) => ((ref1 -> ref0) in (Person <: Teaches)))));1;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches)))));4
this/inv14;(all ref0:(one Class),ref1:(one Student)|(some ref2:(one Teacher)|((((ref2 -> ref0) in (Person <: Teaches)) && (some (ref1 . (ref0 . (Class <: Groups)))) && (some (ref2 . (ref0 . (Class <: Groups))))) => (ref2 in (ref1 . (^ (~ (Person <: Tutors))))))));1;(all ref0:(one Class),ref1:(one Person)|((some (ref1 . (ref0 . (Class <: Groups)))) => (((Person <: Teaches) . ref0) in ((Person <: Tutors) . ref1))));23
this/inv14;(all ref0:(one Person),ref1:(one Teacher)|(some ref2:(one Class)|(((some ref3:(one Group)|((ref2 -> (ref0 -> ref3)) in (Class <: Groups))) && ((ref1 -> ref2) in (Person <: Teaches))) => ((ref0 -> ref1) in (Person <: Tutors)))));1;(all ref0:(one Class),ref1:(one Person),ref2:(one Person)|((some ref3:(one Group)|(((ref0 -> (ref2 -> ref3)) in (Class <: Groups)) && ((ref1 -> ref0) in (Person <: Teaches)))) => ((ref1 -> ref2) in (Person <: Tutors))));16
this/inv11;(all ref0:(one Class),ref1:(one Teacher)|((some (ref0 . (Class <: Groups))) => ((ref1 -> ref0) in (Person <: Teaches))));1;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches)))));4
this/inv14;(all ref0:(one Student),ref1:(one Teacher)|(some ref2:(one Class)|(((some ref3:(one Group)|((ref2 -> (ref0 -> ref3)) in (Class <: Groups))) && ((ref1 -> ref2) in (Person <: Teaches))) => ((ref1 -> ref0) in (Person <: Tutors)))));1;(all ref0:(one Class),ref1:(one Person),ref2:(one Person)|((some ref3:(one Group)|(((ref0 -> (ref2 -> ref3)) in (Class <: Groups)) && ((ref1 -> ref0) in (Person <: Teaches)))) => ((ref1 -> ref2) in (Person <: Tutors))));16
this/inv14;(all ref0:(one Class),ref1:(one Student)|(some ref2:(one Teacher)|(((one (ref1 . (ref0 . (Class <: Groups)))) && (one (ref2 . (ref0 . (Class <: Groups)))) && ((ref2 -> ref0) in (Person <: Teaches))) => (ref2 in (ref1 . (~ (Person <: Tutors)))))));1;(all ref0:(one Class),ref1:(one Person)|((some (ref1 . (ref0 . (Class <: Groups)))) => (((Person <: Teaches) . ref0) in ((Person <: Tutors) . ref1))));24
this/inv14;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|(((one (ref1 . (ref0 . (Class <: Groups)))) && (one (ref2 . (ref0 . (Class <: Groups)))) && ((ref2 -> ref0) in (Person <: Teaches))) => (ref2 in (ref1 . (~ (Person <: Tutors))))));1;(all ref0:(one Class),ref1:(one Person)|((some (ref1 . (ref0 . (Class <: Groups)))) => (((Person <: Teaches) . ref0) in ((Person <: Tutors) . ref1))));24
this/inv11;(all ref0:(one Class)|(some ref1:(one Group),ref2:(one Teacher)|((some ((ref0 . (Class <: Groups)) . ref1)) => (((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) && ((ref2 -> ref0) in (Person <: Teaches))))));1;(all ref0:(one Class),ref1:(one Group)|((some ((ref0 . (Class <: Groups)) . ref1)) => (some ref2:(one Teacher)|((ref2 -> ref0) in (Person <: Teaches)))));14
this/inv14;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|(((ref2 -> ref1) in (Person <: Tutors)) => ((some ref3:(one Group)|((ref0 -> (ref1 -> ref3)) in (Class <: Groups))) && ((ref2 -> ref0) in (Person <: Teaches)))));1;(all ref0:(one Class),ref1:(one Person),ref2:(one Person)|(((some ref3:(one Group)|((ref0 -> (ref1 -> ref3)) in (Class <: Groups))) && ((ref2 -> ref0) in (Person <: Teaches))) => ((ref2 -> ref1) in (Person <: Tutors))));18
