;predicate;formula;frequency;closest_solution;solution_distance
279;this/acyclic;(all ref0:(one Node)|(ref0 in (ref0 . (^ (Node <: adj)))));1;(no ref0:(one Node)|(ref0 in (ref0 . (^ (Node <: adj)))));2
280;this/weaklyConnected;(all ref0:(one Node)|(Node in ((((Node <: adj) . ref0) + (ref0 . (Node <: adj))) . (* (Node <: adj)))));1;(all ref0:(one Node)|(Node in ((((* (Node <: adj)) . ref0) + (ref0 + (ref0 . (* (Node <: adj))))) . (* ((Node <: adj) + (~ (Node <: adj)))))));9
281;this/stonglyConnected;(Node in ((* (Node <: adj)) . Node));1;(all ref0:(one Node)|(Node in (ref0 . (* (Node <: adj)))));3
282;this/weaklyConnected;(all ref0:(one Node)|(Node in ((((Node <: adj) . ref0) + (ref0 + (ref0 . (Node <: adj)))) . (* (Node <: adj)))));1;(all ref0:(one Node)|(Node in ((((* (Node <: adj)) . ref0) + (ref0 + (ref0 . (* (Node <: adj))))) . (* ((Node <: adj) + (~ (Node <: adj)))))));7
283;this/stonglyConnected;((^ ((Node <: adj) + (~ (Node <: adj)))) = (Node -> Node));1;((Node -> Node) in (* (Node <: adj)));9
284;this/weaklyConnected;(all ref0:(one Node)|(Node in ((ref0 . (Node <: adj)) . (* (Node <: adj)))));1;(all ref0:(one Node)|(Node in (ref0 . (* ((Node <: adj) + (~ (Node <: adj)))))));7
285;this/weaklyConnected;(all ref0:(one Node)|(((ref0 . (^ (Node <: adj))) & (ref0 . (^ (~ (Node <: adj))))) = Node));1;(all ref0:(one Node)|((ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj)))))) = Node));9
286;this/complete;(all ref0:(one Node),ref1:(one Node)|(((ref0 in (ref1 . (Node <: adj))) || (ref0 in (ref1 . (^ (Node <: adj))))) && ((ref1 in (ref0 . (Node <: adj))) || (ref1 in (ref0 . (^ (Node <: adj)))))));1;(all ref0:(one Node),ref1:(one Node)|((ref0 in (ref1 . (Node <: adj))) && (ref1 in (ref0 . (Node <: adj)))));18
287;this/acyclic;(some ref0:(one Node)|(no (((Node <: adj) . ref0) & (ref0 . (Node <: adj)))));1;(all ref0:(one Node)|(no (ref0 & (ref0 . (^ (Node <: adj))))));5
288;this/weaklyConnected;(all ref0:(one Node)|(Node in ((((^ (Node <: adj)) . ref0) + (ref0 . (^ (Node <: adj)))) + ref0)));1;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))));10
289;this/weaklyConnected;(all ref0:(one Node)|(((^ (Node <: adj)) . ref0) = Node));1;(graph/weaklyConnected[(Node <: adj)]);8
290;this/noLoops;(Node !in (Node . (Node <: adj)));1;(all ref0:(one Node)|(ref0 !in ((Node <: adj) . ref0)));5
291;this/acyclic;(some ref0:(one Node),ref1:(one Node)|((ref0 -> ref0) in (Node <: adj)));1;(all ref0:(one Node)|((ref0 -> ref0) !in (^ (Node <: adj))));6
292;this/noLoops;(all ref0:(one Node)|(! (ref0 in (ref0 . (^ (Node <: adj))))));1;(no ref0:(one Node)|(ref0 in (ref0 . (Node <: adj))));4
293;this/weaklyConnected;(all ref0:(one Node)|(((* (Node <: adj)) . ref0) = Node));1;(all ref0:(one Node)|((ref0 . (* ((Node <: adj) + (~ (Node <: adj))))) = Node));7
294;this/acyclic;(some ref0:(one Node)|((ref0 -> ref0) in (Node <: adj)));1;(all ref0:(one Node)|((ref0 -> ref0) !in (^ (Node <: adj))));5
295;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|(some ref2:(one Node)|(ref0 in ((ref2 . (^ (Node <: adj))) + ((~ (~ (Node <: adj))) . ref1)))));1;(all ref0:(one Node)|(Node in (ref0 . (* ((Node <: adj) + (~ (Node <: adj)))))));13
296;this/weaklyConnected;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (* (Node <: adj))))));1;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (* ((Node <: adj) + (~ (Node <: adj))))))));5
297;this/weaklyConnected;(all ref0:(one Node)|((((^ (Node <: adj)) . ref0) + ((^ (~ (Node <: adj))) . ref0)) = Node));1;(all ref0:(one Node)|((ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj)))))) = Node));9
298;this/weaklyConnected;(all ref0:(one Node)|(Node in (ref0 & (ref0 . (* (Node <: adj))))));1;(all ref0:(one Node)|(Node in (ref0 . (* ((Node <: adj) + (~ (Node <: adj)))))));7
299;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|(some ref2:(one Node)|(ref0 in ((ref2 . (* (Node <: adj))) + ((~ (~ (Node <: adj))) . ref1)))));1;(all ref0:(one Node)|(Node in (ref0 . (* ((Node <: adj) + (~ (Node <: adj)))))));13
300;this/oriented;(((~ (Node <: adj)) . (Node <: adj)) in iden);1;(no (((Node <: adj) . (Node <: adj)) & iden));4
301;this/undirected;(all ref0:(one Node),ref1:(one Node)|((((ref0 -> ref1) in (Node <: adj)) && ((ref1 -> ref0) in (Node <: adj))) => (ref0 = ref1)));1;(all ref0:(one Node),ref1:(one (ref0 . (Node <: adj)))|(((ref0 -> ref1) in (Node <: adj)) => ((ref1 -> ref0) in (Node <: adj))));8
302;this/weaklyConnected;(all ref0:(one Node)|(some ((ref0 . (* (Node <: adj))) + (ref0 . (^ (~ (Node <: adj)))))));1;(all ref0:(one Node)|((ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj)))))) = Node));10
303;this/weaklyConnected;(all ref0:(one Node)|(Node in (ref0 & (ref0 . (^ (Node <: adj))))));1;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))));7
304;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|(((ref0 -> ref1) in (Node <: adj)) <=> ((ref1 -> ref0) in (Node <: adj))));1;(graph/weaklyConnected[(Node <: adj)]);14
305;this/weaklyConnected;(all ref0:(one Node)|(some (ref0 -> ((ref0 . (* (Node <: adj))) + (ref0 . (^ (~ (Node <: adj))))))));1;(all ref0:(one Node)|((ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj)))))) = Node));12
306;this/weaklyConnected;((all ref0:(one Node),ref1:(one Node)|((ref1 in (ref0 . (Node <: adj))) => (ref0 in (ref1 . (Node <: adj))))) && (all ref2:(one Node)|(Node in (ref2 . (^ (Node <: adj))))));1;(all ref0:(one Node),ref1:(one Node)|(ref1 in (ref0 . (* ((Node <: adj) + (~ (Node <: adj)))))));22
307;this/weaklyConnected;(all ref0:(one Node)|(some (ref0 . (ref0 -> ((ref0 . (* (Node <: adj))) + (ref0 . (^ (~ (Node <: adj)))))))));1;(all ref0:(one Node)|((ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj)))))) = Node));14
308;this/weaklyConnected;(all ref0:(one Node)|(Node in (((^ (Node <: adj)) . ref0) & (ref0 . (* (Node <: adj))))));1;(all ref0:(one Node)|(Node in (ref0 . (* ((Node <: adj) + (~ (Node <: adj)))))));10
309;this/weaklyConnected;(all ref0:(one Node)|((Node in (ref0 . (Node <: adj))) || (Node in (ref0 . (^ (Node <: adj))))));1;((all ref0:(one Node)|(Node in (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))) || (one Node));12
310;this/undirected;(no ((Node <: adj) . (Node <: adj)));1;(no ((Node <: adj) - (~ (Node <: adj))));3
311;this/undirected;(all ref0:(one Node)|(no ref1:(one Node)|(((ref0 . (Node <: adj)) = ref1) => (ref0 = (ref1 . (Node <: adj))))));1;(all ref0:(one Node),ref1:(one Node)|((ref1 in (ref0 . (Node <: adj))) => (ref0 in (ref1 . (Node <: adj)))));10
312;this/undirected;(((Node <: adj) . Node) = (Node . (Node <: adj)));1;((Node <: adj) = (~ (Node <: adj)));5
313;this/acyclic;(Node !in (Node . (Node <: adj)));1;(graph/dag[(Node <: adj)]);6
314;this/oriented;(all ref0:(one Node)|(no (((Node <: adj) . Node) & (Node . (Node <: adj)))));1;(no ((Node <: adj) & (~ (Node <: adj))));6
315;this/undirected;(some ((Node <: adj) . (Node <: adj)));1;((Node <: adj) in (~ (Node <: adj)));4
316;this/oriented;(some ref0:(one Node)|(no ((Node <: adj) . ref0)));1;(no (((Node <: adj) . (Node <: adj)) & iden));5
317;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|((ref0 -> ref1) in (^ (Node <: adj))));1;(graph/weaklyConnected[(Node <: adj)]);9
318;this/acyclic;(Node !in (Node . (^ (Node <: adj))));1;(all ref0:(one Node)|(ref0 !in (ref0 . (^ (Node <: adj)))));5
319;this/stonglyConnected;(all ref0:(one Node)|(Node in ((^ (Node <: adj)) . ref0)));1;(all ref0:(one Node)|(Node in (ref0 . ((^ (Node <: adj)) + iden))));6
320;this/weaklyConnected;((all ref0:(one Node)|(Node in (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))) && (some (Node <: adj)));1;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))));7
321;this/weaklyConnected;(all ref0:(one Node)|(Node in (((^ (Node <: adj)) . ref0) & (ref0 . (^ (Node <: adj))))));1;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))));10
322;this/oriented;(all ref0:(one Node)|(no ((Node <: adj) :> ref0)));1;(no ((Node <: adj) & (~ (Node <: adj))));6
323;this/weaklyConnected;(all ref0:(one Node)|((ref0 in ((Node <: adj) . ref0)) || (ref0 in (ref0 . (^ (Node <: adj))))));1;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))));13
324;this/oriented;(all ref0:(one Node)|(((Node <: adj) :> ref0) != (ref0 <: (Node <: adj))));1;(no ((Node <: adj) & (~ (Node <: adj))));9
325;this/oriented;(all ref0:(one Node)|(((Node <: adj) . ref0) !in (ref0 . (Node <: adj))));1;(all ref0:(one Node)|(no (((Node <: adj) . ref0) & (ref0 . (Node <: adj)))));5
326;this/undirected;((((Node <: adj) . (~ (Node <: adj))) in iden) && (((~ (Node <: adj)) . (Node <: adj)) in iden));1;(((Node <: adj) in (~ (Node <: adj))) && ((~ (Node <: adj)) in (Node <: adj)));4
327;this/weaklyConnected;(all ref0:(one Node)|((ref0 in (ref0 . (^ (Node <: adj)))) || (ref0 in (Node . (^ (Node <: adj))))));1;((all ref0:(one Node)|(Node in (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))) || (one Node));13
328;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|(Node in ((ref0 <: (^ (Node <: adj))) . ref1)));1;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))));10
329;this/oriented;(all ref0:(one Node)|(ref0 !in ((Node <: adj) . ref0)));1;(all ref0:(one Node),ref1:(one (ref0 . (Node <: adj)))|(ref0 !in (ref1 . (Node <: adj))));5
330;this/undirected;((iden in ((Node <: adj) . (~ (Node <: adj)))) && (((~ (Node <: adj)) . (Node <: adj)) in iden));1;(((Node <: adj) in (~ (Node <: adj))) && ((~ (Node <: adj)) in (Node <: adj)));4
331;this/weaklyConnected;(all ref0:(one Node)|((ref0 in ((Node <: adj) . Node)) || (ref0 in (Node . (^ (Node <: adj))))));1;(graph/weaklyConnected[(Node <: adj)]);14
332;this/stonglyConnected;(Node = (Node . (^ (Node <: adj))));1;((Node -> Node) in (* (Node <: adj)));6
333;this/noLoops;((Node <: adj) = (~ iden));1;(no ((Node <: adj) & iden));4
334;this/undirected;((all ref0:(one Node),ref1:(one Node)|(((ref0 -> ref1) in (Node <: adj)) => ((ref1 -> ref0) in (Node <: adj)))) && (no ((Node <: adj) & (Node <: adj))));1;(all ref0:(one Node),ref1:(one (ref0 . (Node <: adj)))|(((ref0 -> ref1) in (Node <: adj)) => ((ref1 -> ref0) in (Node <: adj))));9
335;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|((ref0 = ref1) || (ref0 in ((Node <: adj) . ref1)) || (ref0 in (ref1 . (^ (Node <: adj))))));1;(all ref0:(one Node),ref1:(one Node)|(ref0 in (ref1 . (* ((Node <: adj) + (~ (Node <: adj)))))));18
336;this/undirected;((iden in ((~ (Node <: adj)) . (Node <: adj))) && (((~ (Node <: adj)) . (Node <: adj)) in iden));1;(((Node <: adj) in (~ (Node <: adj))) && ((~ (Node <: adj)) in (Node <: adj)));6
337;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|(some ((ref0 <: (^ (Node <: adj))) . ref1)));1;(graph/weaklyConnected[(Node <: adj)]);10
338;this/weaklyConnected;(all ref0:(one Node)|(Node in ((ref0 . (* (Node <: adj))) + (ref0 . (~ (Node <: adj))))));1;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))));8
339;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|(Node in ((ref0 . (* (Node <: adj))) & (ref1 . (* (Node <: adj))))));1;(all ref0:(one Node)|(Node in (ref0 . (* ((Node <: adj) + (~ (Node <: adj)))))));11
340;this/stonglyConnected;(all ref0:(one Node),ref1:(one Node)|((ref0 in ((Node <: adj) . ref1)) || (ref0 in (ref1 . (^ (Node <: adj))))));1;(all ref0:(one Node),ref1:(one Node)|((! disj[ref0,ref1]) || (ref0 in (ref1 . (^ (Node <: adj))))));9
341;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|(Node in ((ref0 . (* (Node <: adj))) + (ref1 . (* (Node <: adj))))));1;(all ref0:(one Node)|(Node in (ref0 . (* ((Node <: adj) + (~ (Node <: adj)))))));11
342;this/stonglyConnected;(Node = (Node . (Node <: adj)));1;((Node -> Node) in (* (Node <: adj)));5
343;this/oriented;(all ref0:(one Node)|(ref0 = ((ref0 . (Node <: adj)) . (~ (Node <: adj)))));1;(all ref0:(one Node)|(ref0 !in ((ref0 . (Node <: adj)) . (Node <: adj))));5
344;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|(some ((ref0 . (* (Node <: adj))) + (ref1 . (* (Node <: adj))))));1;(all ref0:(one Node),ref1:(one Node)|(ref0 in (ref1 . (* ((Node <: adj) + (~ (Node <: adj)))))));13
345;this/weaklyConnected;(all ref0:(one Node)|((((((^ (Node <: adj)) . ref0) :> Node) + ((ref0 . (^ (Node <: adj))) :> Node)) + ((ref0 . (^ (Node <: adj))) :> ref0)) = Node));1;(all ref0:(one Node)|((ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj)))))) = Node));19
346;this/stonglyConnected;(all ref0:(one Node),ref1:(one Node)|((ref0 = ref1) || (ref0 in ((Node <: adj) . ref1)) || (ref0 in (ref1 . (^ (Node <: adj))))));1;(all ref0:(one Node),ref1:(one Node)|((! disj[ref0,ref1]) || (ref0 in (ref1 . (^ (Node <: adj))))));12
347;this/oriented;(all ref0:(one Node)|(no ((ref0 . (Node <: adj)) & ((~ (Node <: adj)) . ref0))));1;(all ref0:(one Node)|(no ((ref0 . (Node <: adj)) & (ref0 . (~ (Node <: adj))))));4
348;this/weaklyConnected;(all ref0:(one Node)|((((((^ (Node <: adj)) . ref0) :> Node) + ((ref0 . (^ (Node <: adj))) :> Node)) = Node) && (some ((ref0 . (Node <: adj)) :> ref0))));1;(all ref0:(one Node)|((ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj)))))) = Node));19
349;this/oriented;(no ((Node . (Node <: adj)) & (Node . (~ (Node <: adj)))));1;(no ((Node <: adj) & (~ (Node <: adj))));4
350;this/acyclic;(all ref0:(one Node),ref1:(one Node)|(((ref0 -> ref1) in (Node <: adj)) => (! ((ref0 -> ref0) in (Node <: adj)))));1;(all ref0:(one Node)|(! (ref0 in (ref0 . (^ (Node <: adj))))));12
351;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|(some ((ref0 <: (^ (Node <: adj))) & (ref1 <: (^ (Node <: adj))))));1;(graph/weaklyConnected[(Node <: adj)]);13
352;this/acyclic;((Node <: adj) !in ((Node <: adj) . (^ (Node <: adj))));1;(all ref0:(one Node)|(ref0 !in (ref0 . (^ (Node <: adj)))));5
353;this/acyclic;(all ref0:(one Node),ref1:(one Node),ref2:(one Node)|((((ref0 -> ref1) in (Node <: adj)) && ((ref2 -> ref1) in (Node <: adj))) => (ref1 = ref2)));1;(graph/dag[(Node <: adj)]);19
354;this/stonglyConnected;(all ref0:(one Node)|((Node . (Node <: adj)) in (ref0 . (^ (Node <: adj)))));1;(all ref0:(one Node)|(Node in (ref0 . ((^ (Node <: adj)) + iden))));6
355;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|(some ((ref0 . (^ (Node <: adj))) & (ref1 . (^ (Node <: adj))))));1;(graph/weaklyConnected[(Node <: adj)]);13
356;this/acyclic;(all ref0:(one Node),ref1:(one Node)|(((ref0 -> ref1) in (Node <: adj)) => (! (((ref0 -> ref0) in (Node <: adj)) && ((ref1 -> ref1) in (Node <: adj))))));1;(all ref0:(one Node),ref1:(one Node)|(((ref0 -> ref1) in (Node <: adj)) => ((no (ref0 & (ref0 . (^ (Node <: adj))))) && ((ref1 -> ref0) !in (Node <: adj)))));15
357;this/acyclic;(all ref0:(one Node)|(ref0 in (ref0 . (Node <: adj))));1;(no ref0:(one Node)|(ref0 in (ref0 . (^ (Node <: adj)))));3
358;this/acyclic;((^ (Node <: adj)) !in iden);1;(no ((^ (Node <: adj)) & iden));3
359;this/weaklyConnected;(all ref0:(one Node)|((ref0 + (ref0 . ((^ (Node <: adj)) + (~ (Node <: adj))))) = Node));1;(all ref0:(one Node)|((ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj)))))) = Node));4
360;this/acyclic;(all ref0:(one Node),ref1:(one Node)|(((ref0 -> ref1) in (Node <: adj)) => (! (((ref1 -> ref0) in (Node <: adj)) && ((ref1 -> ref1) in (Node <: adj))))));1;(all ref0:(one Node),ref1:(one Node)|(((ref0 -> ref1) in (Node <: adj)) => ((no (ref0 & (ref0 . (^ (Node <: adj))))) && ((ref1 -> ref0) !in (Node <: adj)))));17
361;this/acyclic;(all ref0:(one Node),ref1:(one Node),ref2:(one Node)|((((ref0 -> ref1) in (Node <: adj)) && ((ref2 -> ref1) in (Node <: adj))) => ((ref0 = ref2) && (ref1 = ref2))));1;((all ref0:(one Node),ref1:(one Node)|(((ref0 -> ref1) in (Node <: adj)) => (! ((ref1 -> ref0) in (Node <: adj))))) && (all ref2:(one Node)|(ref2 !in (ref2 . (^ (Node <: adj))))));22
362;this/undirected;(all ref0:(one Node),ref1:(one Node)|(ref1 in (ref0 . (Node <: adj))));1;(all ref0:(one Node)|((ref0 . (Node <: adj)) in ((Node <: adj) . ref0)));7
363;this/weaklyConnected;(all ref0:(one Node)|((ref0 + (ref0 . (^ (Node <: adj)))) = Node));1;(all ref0:(one Node)|((ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj)))))) = Node));5
364;this/weaklyConnected;(all ref0:(one Node)|(Node in ((ref0 . (* (Node <: adj))) + (ref0 . (~ (^ (Node <: adj)))))));1;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))));9
365;this/weaklyConnected;(all ref0:(one Node)|((one Node) || (Node in (ref0 . (^ (Node <: adj))))));1;((all ref0:(one Node)|(Node in (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))) || (one Node));9
366;this/weaklyConnected;(all ref0:(one Node)|(ref0 in (Node . (* (Node <: adj)))));1;(all ref0:(one Node),ref1:(one Node)|(ref0 in (ref1 . (* ((Node <: adj) + (~ (Node <: adj)))))));8
367;this/acyclic;(all ref0:(one Node),ref1:(one Node)|(((ref0 -> ref1) in (Node <: adj)) => ((^ (ref1 -> ref0)) !in (Node <: adj))));1;(all ref0:(one Node)|((ref0 -> ref0) !in (^ (Node <: adj))));13
368;this/complete;(Node = (Node . (Node <: adj)));1;((Node <: adj) = (Node -> Node));4
369;this/weaklyConnected;(all ref0:(one Node)|(((Node in ((^ (Node <: adj)) . ref0)) && (Node in (ref0 . (^ (Node <: adj))))) || (one Node)));1;((all ref0:(one Node)|(Node in (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))) || (one Node));12
370;this/oriented;(some ref0:(one Node),ref1:(one Node)|((ref0 in (ref1 . (Node <: adj))) && (ref1 !in (ref0 . (Node <: adj))) && disj[ref0,ref1]));1;(all ref0:(one Node),ref1:(one Node)|((ref0 in (ref1 . (Node <: adj))) => (ref1 !in (ref0 . (Node <: adj)))));9
371;this/weaklyConnected;((Node -> Node) in (^ ((Node <: adj) + (~ (Node <: adj)))));1;(((Node -> Node) - iden) in (^ ((Node <: adj) + (~ (Node <: adj)))));2
372;this/acyclic;(all ref0:(one Node),ref1:(one Node)|(((^ (ref0 -> ref1)) in (Node <: adj)) => ((^ (ref1 -> ref0)) !in (Node <: adj))));1;(all ref0:(one Node)|((ref0 -> ref0) !in (^ (Node <: adj))));14
373;this/weaklyConnected;(((Node <: adj) + (^ (Node <: adj))) in (Node <: adj));1;((Node -> Node) in (* ((Node <: adj) + (~ (Node <: adj)))));7
374;this/complete;(all ref0:(one Node)|(ref0 in ((Node <: adj) . Node)));1;(all ref0:(one Node),ref1:(one Node)|(ref0 in (ref1 . (Node <: adj))));5
375;this/undirected;((Node . (Node <: adj)) = ((~ (Node <: adj)) . Node));1;((Node <: adj) = (~ (Node <: adj)));4
376;this/weaklyConnected;(all ref0:(one Node)|((Node - ref0) in (ref0 . (* (Node <: adj)))));1;(all ref0:(one Node)|((Node - ref0) in (ref0 . (^ ((Node <: adj) + (~ (Node <: adj)))))));7
377;this/weaklyConnected;(all ref0:(one Node)|((((Node <: adj) in (~ (Node <: adj))) && (Node in (ref0 . (^ (Node <: adj))))) || (one Node)));1;((all ref0:(one Node)|(Node in (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))) || (one Node));10
378;this/acyclic;(all ref0:(one Node),ref1:(one Node)|(((^ (ref0 -> ref1)) in (Node <: adj)) => ((ref1 -> ref0) !in (Node <: adj))));1;(all ref0:(one Node)|((ref0 -> ref0) !in (^ (Node <: adj))));13
379;this/undirected;(all ref0:(one Node)|(ref0 in ((Node <: adj) . (ref0 . (Node <: adj)))));1;(all ref0:(one Node)|((ref0 . (Node <: adj)) in ((Node <: adj) . ref0)));6
380;this/acyclic;(no (^ (Node <: adj)));1;(no ((^ (Node <: adj)) & iden));2
381;this/noLoops;(all ref0:(one Node)|(no (ref0 & (ref0 . (^ (Node <: adj))))));1;(no ((Node <: adj) & iden));6
382;this/weaklyConnected;((all ref0:(one Node)|((one Node) || (Node in (ref0 . (^ (Node <: adj)))))) && ((Node <: adj) in (~ (Node <: adj))));1;((all ref0:(one Node)|(Node in (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))) || (one Node));14
383;this/noLoops;(no ((Node <: adj) & (~ (Node <: adj))));1;(no (((Node <: adj) & iden) & (~ (Node <: adj))));2
384;this/weaklyConnected;(all ref0:(one Node)|((((^ (~ (Node <: adj))) . ref0) + (ref0 . (^ (Node <: adj)))) = Node));1;(all ref0:(one Node)|((ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj)))))) = Node));9
385;this/acyclic;(all ref0:(one Node)|(no ((^ (Node <: adj)) . ref0)));1;(all ref0:(one Node)|(no (((^ (Node <: adj)) . ref0) & ref0)));4
386;this/noLoops;(all ref0:(one Node)|(no (ref0 . (~ (Node <: adj)))));1;(no ((Node <: adj) & iden));6
387;this/acyclic;(all ref0:(one Node),ref1:(one Node),ref2:(one Node)|((((ref0 -> ref1) in (Node <: adj)) && ((ref1 -> ref2) in (Node <: adj))) => (ref0 = (ref0 & ref2))));1;(graph/dag[(Node <: adj)]);21
388;this/undirected;((all ref0:(one Node)|(ref0 in ((Node <: adj) . (ref0 . (Node <: adj))))) && (all ref1:(one Node),ref2:(one Node)|((! disj[ref1,ref2]) || ((ref2 in (ref1 . (Node <: adj))) => (ref1 in (ref2 . (Node <: adj)))))));1;(all ref0:(one Node),ref1:(one Node)|((! disj[ref0,ref1]) || ((ref0 in (ref1 . (Node <: adj))) => (ref1 in (ref0 . (Node <: adj))))));19
389;this/noLoops;(no (((Node <: adj) . Node) & (Node . (Node <: adj))));1;(no ((Node <: adj) & iden));6
390;this/weaklyConnected;(all ref0:(one Node)|(Node in (ref0 . (* ((Node <: adj) + (^ (Node <: adj)))))));1;(all ref0:(one Node)|(Node in (ref0 . (* ((Node <: adj) + (~ (Node <: adj)))))));4
391;this/acyclic;(all ref0:(one Node),ref1:(one Node),ref2:(one Node)|((((ref0 -> ref1) in (Node <: adj)) && ((ref1 -> ref2) in (Node <: adj))) => (ref0 = (ref2 & ref2))));1;((all ref0:(one Node),ref1:(one Node)|(((ref0 -> ref1) in (Node <: adj)) => (! ((ref1 -> ref0) in (Node <: adj))))) && (all ref2:(one Node)|(ref2 !in (ref2 . (^ (Node <: adj))))));20
392;this/noLoops;(all ref0:(one Node)|(no (ref0 . ((Node <: adj) . (~ (Node <: adj))))));1;(no (((Node <: adj) & iden) & (~ (Node <: adj))));7
393;this/acyclic;(all ref0:(one Node),ref1:(one Node)|((((ref0 -> ref1) in (Node <: adj)) && ((ref1 -> ref0) in (Node <: adj))) => (ref0 = (ref0 & ref1))));1;((all ref0:(one Node),ref1:(one Node)|(((ref0 -> ref1) in (Node <: adj)) => (! ((ref1 -> ref0) in (Node <: adj))))) && (all ref2:(one Node)|(ref2 !in (ref2 . (^ (Node <: adj))))));19
394;this/noLoops;((Node <: adj) = ((Node -> Node) - iden));1;(no ((Node <: adj) & iden));7
395;this/undirected;(all ref0:(one Node)|(lone ((Node <: adj) . ref0)));1;(graph/undirected[(Node <: adj)]);6
396;this/complete;(all ref0:(one Node)|((ref0 . (Node <: adj)) in Node));1;(all ref0:(one Node)|(Node in (ref0 . (Node <: adj))));4
397;this/undirected;((all ref0:(one Node),ref1:(one Node)|((! disj[ref0,ref1]) || ((ref1 in (ref0 . (Node <: adj))) => (ref0 in (ref1 . (Node <: adj)))))) && (all ref2:(one Node)|(ref2 in ((ref2 . (Node <: adj)) . (Node <: adj)))));1;(all ref0:(one Node),ref1:(one Node)|((! disj[ref0,ref1]) || ((ref1 in (ref0 . (Node <: adj))) => (ref0 in (ref1 . (Node <: adj))))));13
398;this/noLoops;(all ref0:(one Node)|((ref0 . (Node <: adj)) !in ref0));1;(all ref0:(one Node)|(ref0 !in ((Node <: adj) . ref0)));4
399;this/complete;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (Node <: adj)))));1;(all ref0:(one Node)|(Node in (ref0 . (Node <: adj))));4
400;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|((ref0 != ref1) && (ref1 in ((ref0 . (^ (Node <: adj))) + (ref0 . (^ (~ (Node <: adj))))))));1;(all ref0:(one Node)|(Node in (ref0 + (ref0 . (^ ((Node <: adj) + (~ (Node <: adj))))))));14
401;this/undirected;(some ((Node <: adj) & (Node <: adj)));1;((Node <: adj) in (~ (Node <: adj)));4
402;this/noLoops;(all ref0:(one Node)|(! (ref0 = (ref0 . (Node <: adj)))));1;(no ref0:(one Node)|(ref0 in (ref0 . (Node <: adj))));5
403;this/weaklyConnected;(all ref0:(one Node),ref1:(one Node)|((ref1 in (ref0 . (^ (Node <: adj)))) || (ref1 in (ref0 . (~ (^ (Node <: adj)))))));1;(all ref0:(one Node),ref1:(one Node)|(ref1 in (ref0 . (* ((Node <: adj) + (~ (Node <: adj)))))));15
