predicate;formula;frequency;closest_solution;solution_distance
this/inv1;(no ((Person . (Person <: teaches)) - Student));1;(no ((Person - Student) . (Person <: enrolled)));4
this/inv5;((all ref0:(one Person),ref1:(one Project)|((ref0 in Student) && (ref1 in (ref0 . (Person <: projects))))) && (all ref2:(one Project)|(some ref3:(one Person)|(ref3 in ((Person <: projects) . ref2)))));1;((all ref0:(one Person),ref1:(one Project)|((ref1 in (ref0 . (Person <: projects))) => (ref0 in Student))) && (all ref2:(one Project)|(some ref3:(one Student)|(ref3 in ((Person <: projects) . ref2)))));16
this/inv5;(all ref0:(one Project)|(some ref1:(one Student)|((no ((Professor - Student) . (Person <: projects))) && (ref0 in (ref1 . (Person <: projects))))));1;((no ((Person - Student) . (Person <: projects))) && (Project in (Person . (Person <: projects))));8
this/inv5;(all ref0:(one Project)|(some ref1:(one Student)|((no (Professor . (Person <: projects))) && (ref0 in (ref1 . (Person <: projects))))));1;(all ref0:(one Project)|(some ref1:(one Person)|((all ref2:(one (Person - Student))|(no (ref2 . (Person <: projects)))) && (ref0 in (ref1 . (Person <: projects))))));7
this/inv8;(all ref0:(one (Person - Student))|(ref0 !in (ref0 . (Person <: teaches))));1;(all ref0:(one Professor)|(ref0 !in ((Person <: enrolled) . (ref0 . (Person <: teaches)))));4
this/inv7;(all ref0:(one Student)|(lone ref1:(one Course)|((ref0 . (Person <: projects)) in (ref1 . (Course <: projects)))));1;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled)))|(lone ref2:(one Project)|(ref2 in ((ref0 . (Person <: projects)) & (ref1 . (Course <: projects))))));7
this/inv6;(all ref0:(one Project),ref1:(one Student)|((ref0 in (ref1 . (Person <: projects))) => ((ref1 . (Person <: enrolled)) in (((Course <: projects) . ref0) & Course))));1;(all ref0:(one Project),ref1:(one Student)|((ref0 in (ref1 . (Person <: projects))) => (ref0 in ((ref1 . (Person <: enrolled)) . (Course <: projects)))));10
this/inv1;(no (((Person <: enrolled) . Person) - Student));1;(no (((Person <: enrolled) . Course) - Student));2
this/inv7;(all ref0:(one Student)|(one ref1:(one Project),ref2:(one Project)|(all ref3:(one Course)|(((ref1 in (ref0 . (Person <: projects))) && (ref1 in (ref3 . (Course <: projects))) && (ref2 in (ref0 . (Person <: projects))) && (ref2 in (ref3 . (Course <: projects)))) => (ref1 = ref2)))));1;(all ref0:(one Course),ref1:(one Project),ref2:(one Project),ref3:(one Student)|(((ref1 in (ref0 . (Course <: projects))) && (ref1 in (ref3 . (Person <: projects))) && (ref2 in (ref0 . (Course <: projects))) && (ref2 in (ref3 . (Person <: projects)))) => (ref1 = ref2)));16
this/inv9;(all ref0:(one Course),ref1:(one (Person - Professor)),ref2:(one Professor)|((ref0 in (ref2 . (Person <: teaches))) => (ref0 !in (ref1 . (Person <: enrolled)))));1;(all ref0:(one Professor)|(ref0 in Professor));14
this/inv7;(all ref0:(one Student)|(lone ref1:(one Project)|(((ref0 . (Person <: enrolled)) . (Course <: projects)) in ref1)));1;(all ref0:(one Course),ref1:(one Student)|(lone ref2:(one (ref1 . (Person <: projects)))|(ref2 in (ref0 . (Course <: projects)))));9
this/inv8;(all ref0:(one Person)|((ref0 in (ref0 . (Person <: teaches))) => (ref0 !in Professor)));1;(no ref0:(one Professor)|(ref0 in (ref0 . ((Person <: teaches) . (~ (Person <: enrolled))))));9
this/inv1;(all ref0:(one Student)|(Course in (ref0 . (Person <: enrolled))));1;(all ref0:(one Course)|((ref0 . (~ (Person <: enrolled))) in Student));5
this/inv5;(all ref0:(one Project)|(some ref1:(one Professor),ref2:(one Student)|(no (Professor . (Person <: projects)))));1;((Person <: projects) in (Student some-> Project));10
this/inv1;(all ref0:(one Student)|((ref0 . (Person <: enrolled)) = Course));1;(all ref0:(one (Person - Student))|(none = (ref0 . (Person <: enrolled))));4
this/inv9;(all ref0:(one Course),ref1:(one (Person - Student)),ref2:(one Professor)|((ref0 in (ref2 . (Person <: teaches))) => (ref0 !in (ref1 . (Person <: enrolled)))));1;(all ref0:(one Professor)|(ref0 in Professor));14
this/inv5;(all ref0:(one Project)|(no (Professor . (Person <: projects))));1;((Person <: projects) in (Student some-> Project));8
this/inv10;(all ref0:(one Person),ref1:(one (ref0 . (Person <: enrolled)))|(some ref2:(one Grade)|(((ref0 -> ref2) in (ref1 . (Course <: grades))) => (ref0 in Student))));1;(all ref0:(one Person)|((ref0 in ((Course . (Course <: grades)) . Grade)) => (ref0 in Student)));10
this/inv1;(all ref0:(one Student)|(ref0 in (Course . (Person <: enrolled))));1;((Course . (~ (Person <: enrolled))) in Student);4
this/inv7;(all ref0:(one Student)|((# ((ref0 . (Person <: enrolled)) . (Course <: projects))) < 2));1;(all ref0:(one Course),ref1:(one Student)|((# ((ref0 . (Course <: projects)) & (ref1 . (Person <: projects)))) < 2));9
this/inv9;(all ref0:(one Course),ref1:(one Person)|((ref0 in (ref1 . (Person <: teaches))) => (ref0 !in (ref1 . (Person <: enrolled)))));1;(all ref0:(one Professor)|(ref0 in Professor));13
this/inv11;(all ref0:(one Course),ref1:(one Student)|(some ref2:(one Grade)|(((ref1 -> ref2) in (ref0 . (Course <: grades))) => (ref0 in (ref1 . (Person <: enrolled))))));1;(all ref0:(one Course),ref1:(one Student)|((ref1 in ((ref0 . (Course <: grades)) . Grade)) => (ref0 in (ref1 . (Person <: enrolled)))));9
this/inv9;(all ref0:(one Course),ref1:(one Person),ref2:(one Professor)|((ref0 in (ref2 . (Person <: teaches))) => ((ref0 in (ref1 . (Person <: enrolled))) && (ref1 !in Professor))));1;(all ref0:(one Professor)|(ref0 in Professor));18
this/inv15;(all ref0:(one Student),ref1:(one Student),ref2:(one (ref0 . (Course . (Course <: grades)))),ref3:(one (ref1 . (Course . (Course <: grades))))|((! disj[ref0,ref1]) || ((some ((ref0 . (Person <: projects)) & (ref1 . (Person <: projects)))) => ((ref2 in (ref3 . (ordering/prev[]))) || (ref3 in (ref2 . (ordering/prev[])))))));1;(all ref0:(one Course),ref1:(one Student),ref2:(one Student)|((! disj[ref1,ref2]) || ((some ((ref0 . (Course <: projects)) & ((ref1 . (Person <: projects)) & (ref2 . (Person <: projects))))) => (all ref3:(one (ref1 . (ref0 . (Course <: grades)))),ref4:(one (ref2 . (ref0 . (Course <: grades))))|(((ref3 . (ordering/prev[])) = ref4) || (ref3 = ref4) || (ref3 = (ref4 . (ordering/prev[]))))))));28
this/inv10;(all ref0:(one Grade),ref1:(one Person),ref2:(one (ref1 . (Person <: enrolled)))|(((ref1 -> ref0) in (ref2 . (Course <: grades))) => (ref1 in Student)));1;(all ref0:(one Grade),ref1:(one Person)|(((ref1 -> ref0) in (Course . (Course <: grades))) => (ref1 in Student)));7
this/inv9;(all ref0:(one Course),ref1:(one Professor),ref2:(one (Professor - ref1))|((ref2 in (ref1 . (Person <: teaches))) => (ref2 !in ((Person <: enrolled) . ref2))));1;(all ref0:(one Course),ref1:(one Course),ref2:(one ((Person <: teaches) . ref0)),ref3:(one ((Person <: teaches) . ref0))|((ref2 in ((Person <: teaches) . ref1)) => (ref3 !in ((Person <: enrolled) . ref1))));13
this/inv9;(all ref0:(one Course),ref1:(one Professor),ref2:(one ((Person - Student) - ref1))|((ref0 in (ref1 . (Person <: teaches))) => (ref0 !in (ref2 . (Person <: enrolled)))));1;(all ref0:(one Professor)|(ref0 in Professor));14
this/inv6;(all ref0:(one Project),ref1:(one Student)|((ref0 in (ref1 . (Person <: projects))) && ((ref1 . (Person <: enrolled)) in ((Course <: projects) . ref0))));1;(all ref0:(one Project),ref1:(one Student)|((ref0 in (ref1 . (Person <: projects))) => (ref0 in ((ref1 . (Person <: enrolled)) . (Course <: projects)))));10
this/inv8;(all ref0:(one Course),ref1:(one (Person - Student))|((ref0 in (ref1 . (Person <: teaches))) => (ref0 !in (ref1 . (Person <: enrolled)))));1;(all ref0:(one Course),ref1:(one Professor)|((ref0 in (ref1 . (Person <: teaches))) => (ref0 !in (ref1 . (Person <: enrolled)))));4
this/inv9;(all ref0:(one Course),ref1:(one Professor),ref2:(one (Professor - ref1))|((ref0 in (ref1 . (Person <: teaches))) => (ref2 !in ((Person <: enrolled) . ref0))));1;(all ref0:(one Professor)|(ref0 in Professor));14
this/inv7;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled)))|((ref1 . (Course <: projects)) in (ref0 . (Person <: projects))));1;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled)))|(lone ref2:(one (ref1 . (Course <: projects)))|(ref2 in (ref0 . (Person <: projects)))));9
this/inv10;(all ref0:(one Course),ref1:(one Person)|(some ref2:(one Grade)|(((ref1 -> ref2) in (ref0 . (Course <: grades))) => (ref1 in Student))));1;(all ref0:(one Course),ref1:(one Person)|((ref1 in ((ref0 . (Course <: grades)) . Grade)) => (ref1 in Student)));9
this/inv7;(all ref0:(one Student)|(lone ref1:(one (ref0 . (Person <: enrolled)))|((ref0 . (Person <: projects)) in (ref1 . (Course <: projects)))));1;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled)))|(lone ref2:(one Project)|(ref2 in ((ref0 . (Person <: projects)) & (ref1 . (Course <: projects))))));7
this/inv15;(all ref0:(one Student),ref1:(one Student),ref2:(one (ref0 . (Course . (Course <: grades)))),ref3:(one (ref1 . (Course . (Course <: grades))))|((! disj[ref0,ref1]) || ((some ((ref0 . (Person <: projects)) & (ref1 . (Person <: projects)))) => ((ref2 = ref3) || (ref2 in (ref3 . (ordering/prev[]))) || (ref3 in (ref2 . (ordering/prev[])))))));1;(all ref0:(one Student),ref1:(one Student),ref2:(one ((ref0 . (Person <: enrolled)) & (ref1 . (Person <: enrolled)))),ref3:(one (ref0 . (ref2 . (Course <: grades)))),ref4:(one (ref1 . (ref2 . (Course <: grades))))|((! disj[ref0,ref1]) || (((some (((ref0 . (Person <: projects)) & (ref1 . (Person <: projects))) & (ref2 . (Course <: projects)))) && (some ref3) && (some ref4)) => ((ref3 = ref4) || (ref3 in (ref4 . (ordering/prev[]))) || (ref4 in (ref3 . (ordering/prev[])))))));28
this/inv5;(all ref0:(one Project)|(some ref1:(one Person)|((ref0 in (ref1 . (Person <: projects))) => ((ref1 !in Professor) && (ref1 in Student)))));1;((all ref0:(one Project)|(some ref1:(one Student)|(ref0 in (ref1 . (Person <: projects))))) && (((Person <: projects) . Project) in Student));14
this/inv9;(all ref0:(one Course),ref1:(one Professor),ref2:(one (Professor - ref1))|((ref0 in (ref1 . (Person <: teaches))) => ((ref0 !in (ref2 . (Person <: teaches))) && (ref2 !in ((Person <: enrolled) . ref0)))));1;(all ref0:(one Course),ref1:(one Professor),ref2:(one Professor)|(((ref0 in (ref1 . (Person <: teaches))) && (ref0 in (ref2 . (Person <: teaches)))) => (ref1 !in ((Person <: enrolled) . (ref2 . (Person <: teaches))))));16
this/inv9;(all ref0:(one Professor)|(((Professor . (Person <: enrolled)) - ref0) !in (ref0 . (Person <: teaches))));1;(no (((Person <: teaches) . (~ (Person <: enrolled))) & ((Person <: teaches) . (~ (Person <: teaches)))));12
this/inv15;(all ref0:(one Student),ref1:(one Student),ref2:(one (ref0 . (Course . (Course <: grades)))),ref3:(one (ref1 . (Course . (Course <: grades))))|((! disj[ref0,ref1]) || (((some ((ref0 . (Person <: projects)) & (ref1 . (Person <: projects)))) && (some ref2) && (some ref3)) => ((ref2 = ref3) || (ref2 in (ref3 . (ordering/prev[]))) || (ref3 in (ref2 . (ordering/prev[])))))));1;(all ref0:(one Student),ref1:(one Student),ref2:(one ((ref0 . (Person <: enrolled)) & (ref1 . (Person <: enrolled)))),ref3:(one (ref0 . (ref2 . (Course <: grades)))),ref4:(one (ref1 . (ref2 . (Course <: grades))))|((! disj[ref0,ref1]) || (((some (((ref0 . (Person <: projects)) & (ref1 . (Person <: projects))) & (ref2 . (Course <: projects)))) && (some ref3) && (some ref4)) => ((ref3 = ref4) || (ref3 in (ref4 . (ordering/prev[]))) || (ref4 in (ref3 . (ordering/prev[])))))));27
this/inv9;(all ref0:(one Course),ref1:(one Course),ref2:(one Professor),ref3:(one Professor)|(((ref0 in (ref2 . (Person <: teaches))) && (ref1 in (ref3 . (Person <: teaches))) && (ref2 != ref3)) => ((ref3 . (Person <: enrolled)) !in (ref2 . (Person <: teaches)))));1;(all ref0:(one Course),ref1:(one Course),ref2:(one Professor),ref3:(one Professor)|(((ref0 in ((ref2 . (Person <: teaches)) & (ref3 . (Person <: teaches)))) && (ref1 in (ref2 . (Person <: teaches))) && (ref2 != ref3)) => (ref1 !in (ref3 . (Person <: enrolled)))));18
this/inv9;(all ref0:(one Course),ref1:(one Professor),ref2:(one (Professor - ref1))|(((ref0 in (ref1 . (Person <: teaches))) && (ref0 in (ref2 . (Person <: teaches)))) => (ref2 !in ((Person <: enrolled) . ref0))));1;(all ref0:(one Course),ref1:(one Professor),ref2:(one Professor)|(((ref0 in (ref1 . (Person <: teaches))) && (ref0 in (ref2 . (Person <: teaches)))) => (ref1 !in ((Person <: enrolled) . (ref2 . (Person <: teaches))))));12
this/inv9;(all ref0:(one Course),ref1:(one Course),ref2:(one Professor),ref3:(one Professor)|(((ref0 in (ref2 . (Person <: teaches))) && (ref1 in (ref3 . (Person <: teaches))) && (ref2 != ref3)) => ((ref3 . (Person <: enrolled)) !in ref0)));1;(all ref0:(one Course),ref1:(one Course),ref2:(one Professor),ref3:(one Professor)|(((ref0 in ((ref2 . (Person <: teaches)) & (ref3 . (Person <: teaches)))) && (ref1 in (ref2 . (Person <: teaches))) && (ref2 != ref3)) => (ref1 !in (ref3 . (Person <: enrolled)))));16
this/inv9;(all ref0:(one Course),ref1:(one Person)|((ref1 in Professor) => (ref0 !in (ref1 . (Person <: enrolled)))));1;(all ref0:(one Professor)|(ref0 in Professor));11
this/inv5;(all ref0:(one Project)|(some ref1:(one Person)|((ref0 in (ref1 . (Person <: projects))) => (ref1 in (Person & Student)))));1;((all ref0:(one Project)|(some ref1:(one Student)|(ref0 in (ref1 . (Person <: projects))))) && (((Person <: projects) . Project) in Student));12
this/inv6;(all ref0:(one Course),ref1:(one Person),ref2:(one Project)|(((ref2 in (ref0 . (Course <: projects))) && (ref2 in (ref1 . (Person <: projects)))) => ((ref1 . (Person <: enrolled)) in ref0)));1;(all ref0:(one Course),ref1:(one Person),ref2:(one Project)|(((ref2 in (ref0 . (Course <: projects))) && (ref2 in (ref1 . (Person <: projects)))) => (ref0 in (ref1 . (Person <: enrolled)))));8
this/inv9;(all ref0:(one Course),ref1:(one Course),ref2:(one Professor),ref3:(one Professor)|(((ref0 in (ref2 . (Person <: teaches))) && (ref1 in (ref3 . (Person <: teaches))) && (ref2 != ref3)) => (ref0 !in (ref3 . (Person <: enrolled)))));1;(all ref0:(one Course),ref1:(one Course),ref2:(one Professor),ref3:(one Professor)|(((ref0 in ((ref2 . (Person <: teaches)) & (ref3 . (Person <: teaches)))) && (ref1 in (ref2 . (Person <: teaches))) && (ref2 != ref3)) => (ref1 !in (ref3 . (Person <: enrolled)))));16
this/inv4;(all ref0:(one Grade)|(one ((Course <: projects) . ref0)));1;(all ref0:(one Project)|(one ((Course <: projects) . ref0)));2
this/inv6;(all ref0:(one Course),ref1:(one Person),ref2:(one Project)|(((ref1 in Student) && (ref2 in (ref0 . (Course <: projects))) && (ref2 in (ref1 . (Person <: projects)))) => ((ref1 . (Person <: enrolled)) in ref0)));1;(all ref0:(one Course),ref1:(one Person),ref2:(one Project)|(((ref1 in Student) && (ref2 in (ref0 . (Course <: projects))) && (ref2 in (ref1 . (Person <: projects)))) => (ref0 in (ref1 . (Person <: enrolled)))));8
this/inv9;(all ref0:(one Course),ref1:(one Course),ref2:(one Professor),ref3:(one Professor)|(((ref0 in (ref2 . (Person <: teaches))) && (ref1 in (ref3 . (Person <: teaches))) && (ref2 != ref3)) => ((ref0 !in (ref3 . (Person <: enrolled))) && (ref1 !in (ref2 . (Person <: enrolled))))));1;(all ref0:(one Course),ref1:(one Course),ref2:(one Professor),ref3:(one Professor)|(((ref0 in ((ref2 . (Person <: teaches)) & (ref3 . (Person <: teaches)))) && (ref1 in (ref2 . (Person <: teaches))) && (ref2 != ref3)) => (ref1 !in (ref3 . (Person <: enrolled)))));22
this/inv5;(all ref0:(one none),ref1:(one Project)|(ref0 in Student));1;((Person <: projects) in (Student some-> Project));6
this/inv11;(all ref0:(one Course),ref1:(one Grade),ref2:(one Person)|(((ref2 -> ref1) in (ref0 . (Course <: grades))) => (ref1 in (ref2 . (Person <: enrolled)))));1;(all ref0:(one Course),ref1:(one Grade),ref2:(one Student)|(((ref2 -> ref1) in (ref0 . (Course <: grades))) => (ref0 in (ref2 . (Person <: enrolled)))));8
this/inv6;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled)))|((ref0 . (Person <: projects)) in (ref1 . (Course <: projects))));1;((Person <: projects) in ((Person <: enrolled) . (Course <: projects)));6
this/inv12;(all ref0:(one Course),ref1:(one Grade),ref2:(one Student)|(((ref2 -> ref1) in (ref0 . (Course <: grades))) => (1 > (# (ref2 -> ref1)))));1;(all ref0:(one Course),ref1:(one Student)|(lone ref2:(one Grade)|((ref1 -> ref2) in (ref0 . (Course <: grades)))));15
this/inv9;(all ref0:(one Course),ref1:(one Course),ref2:(one Professor),ref3:(one Professor)|(((ref0 != ref1) && (ref0 in (ref2 . (Person <: teaches))) && (ref1 in (ref3 . (Person <: teaches))) && (ref2 != ref3)) => ((ref0 !in (ref3 . (Person <: enrolled))) && (ref1 !in (ref2 . (Person <: enrolled))))));1;(all ref0:(one Course),ref1:(one Course),ref2:(one Professor),ref3:(one Professor)|(((ref0 != ref1) && (ref0 in ((ref2 . (Person <: teaches)) & (ref3 . (Person <: teaches)))) && (ref1 in (ref2 . (Person <: teaches))) && (ref2 != ref3)) => (ref1 !in (ref3 . (Person <: enrolled)))));22
this/inv8;(all ref0:(one Professor)|(ref0 in (ref0 . (Person <: teaches))));1;(no ref0:(one Professor)|(ref0 in (ref0 . ((Person <: teaches) . (~ (Person <: enrolled))))));5
this/inv6;(all ref0:(one (Student - Professor)),ref1:(one (ref0 . (Person <: enrolled)))|((ref0 . (Person <: projects)) in (ref1 . (Course <: projects))));1;((Person <: projects) in ((Person <: enrolled) . (Course <: projects)));6
this/inv6;(all ref0:(one (Student - Professor))|(some ref1:(one (ref0 . (Person <: enrolled)))|((ref0 . (Person <: projects)) in (ref1 . (Course <: projects)))));1;((Person <: projects) in ((Person <: enrolled) . (Course <: projects)));6
this/inv6;(all ref0:(one Course),ref1:(one (Person - Professor)),ref2:(one (ref0 . (Course <: projects)))|((ref2 in (ref1 . (Person <: projects))) => (ref0 in (ref2 . (Person <: enrolled)))));1;(all ref0:(one Project),ref1:(one Student)|((ref0 in (ref1 . (Person <: projects))) => (some ref2:(one (ref1 . (Person <: enrolled)))|(ref0 in (ref2 . (Course <: projects))))));10
this/inv5;((all ref0:(one Student)|(some ref1:(one Project)|(ref1 in (ref0 . (Person <: projects))))) && (all ref2:(one Project)|(some ref3:(one Student)|(ref2 in (ref3 . (Person <: projects))))));1;((all ref0:(one (Person - Student)),ref1:(one Project)|(ref1 !in (ref0 . (Person <: projects)))) && (all ref2:(one Project)|(some ref3:(one Student)|(ref2 in (ref3 . (Person <: projects))))));10
this/inv10;(no ((Course . {ref0:(one Course),ref1:(one Person)|(some (ref0 . (Course <: grades)))}) & Student));1;(all ref0:(one Course)|(no (((ref0 . (Course <: grades)) . Grade) - Student)));8
this/inv6;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled)))|((ref0 . (Person <: projects)) in ref1));1;((Person <: projects) in ((Person <: enrolled) . (Course <: projects)));8
this/inv6;(all ref0:(one Project),ref1:(one Student)|((ref0 in (ref1 . (Person <: projects))) => (none in (ref1 . (Person <: enrolled)))));1;(all ref0:(one Project),ref1:(one Student)|((ref0 in (ref1 . (Person <: projects))) => (ref0 in ((ref1 . (Person <: enrolled)) . (Course <: projects)))));8
this/inv10;(all ref0:(one Grade),ref1:(one Person)|(((ref1 -> ref0) in ((ref1 . (Person <: enrolled)) . (Course <: grades))) => (ref1 in Student)));1;(all ref0:(one Grade),ref1:(one Person)|(((ref1 -> ref0) in (Course . (Course <: grades))) => (ref1 in Student)));8
this/inv6;(all ref0:(one (Student - Professor))|(one ref1:(one (ref0 . (Person <: enrolled)))|(all ref2:(one (ref0 . (Person <: projects)))|(ref2 in (ref1 . (Course <: projects))))));1;((Person <: projects) in ((Person <: enrolled) . (Course <: projects)));7
this/inv5;((all ref0:(one Student)|(some ref1:(one Project)|(ref1 in (ref0 . (Person <: projects))))) && (all ref2:(one Person),ref3:(one Project)|(ref3 in (ref2 . (Person <: projects)))));1;((all ref0:(one Project)|(some ref1:(one Student)|((ref1 -> ref0) in (Person <: projects)))) && (all ref2:(one (Person - Student))|(no (ref2 . (Person <: projects)))));12
this/inv6;(all ref0:(one (Student - Professor))|(some ref1:(one (ref0 . (Person <: enrolled)))|(all ref2:(one (ref0 . (Person <: projects)))|(ref2 in (ref1 . (Course <: projects))))));1;((Person <: projects) in ((Person <: enrolled) . (Course <: projects)));7
this/inv14;(all ref0:(one Project),ref1:(one Project),ref2:(one Student),ref3:(one Student)|(((ref2 in ((Person <: projects) . ref0)) && (ref2 in ((Person <: projects) . ref1)) && (ref3 in ((Person <: projects) . ref0))) => (ref3 !in ((Person <: projects) . ref1))));1;(all ref0:(one Project),ref1:(one Project),ref2:(one Student),ref3:(one Student)|(((ref2 != ref3) && (ref2 in ((Person <: projects) . ref0)) && (ref2 in ((Person <: projects) . ref1)) && (ref3 in ((Person <: projects) . ref0)) && (ref3 in ((Person <: projects) . ref1))) => (ref0 = ref1)));18
this/inv6;(all ref0:(one Student)|(one ref1:(one Project)|((ref1 in (ref0 . (Person <: projects))) => (ref1 in ((ref0 . (Person <: enrolled)) . (Course <: projects))))));1;(all ref0:(one Person),ref1:(one Project)|((ref1 in (ref0 . (Person <: projects))) => (ref1 in ((ref0 . (Person <: enrolled)) . (Course <: projects)))));4
this/inv14;(all ref0:(one Project),ref1:(one Project),ref2:(one Student),ref3:(one Student)|(((ref0 in (ref2 . (Person <: projects))) && (ref0 in (ref3 . (Person <: projects)))) => ((ref1 !in (ref3 . (Person <: projects))) && (ref1 in (ref2 . (Person <: projects))))));1;(all ref0:(one Project),ref1:(one Project),ref2:(one Student),ref3:(one Student)|(((ref0 != ref1) && (ref0 in (ref2 . (Person <: projects))) && (ref0 in (ref3 . (Person <: projects))) && (ref2 != ref3)) => (! ((ref1 in (ref2 . (Person <: projects))) && (ref1 in (ref3 . (Person <: projects)))))));21
this/inv13;(all ref0:(one Course),ref1:(one Student)|((ref1 in ((ref0 . (Course <: grades)) . (ordering/last[]))) => (some ref2:(one Project)|(ref2 in ((ref1 . (Person <: enrolled)) . (Course <: projects))))));1;(all ref0:(one Course),ref1:(one Student)|((ref1 in ((ref0 . (Course <: grades)) . (ordering/max[Grade]))) => (one ref2:(one (ref1 . (Person <: projects)))|(ref2 in (ref0 . (Course <: projects))))));12
this/inv1;(all ref0:(one Person)|(ref0 !in Student));1;(all ref0:(one ((Person <: enrolled) . Course))|(ref0 in Student));4
this/inv5;((all ref0:(one Student)|(some ref1:(one Project)|(ref1 in (ref0 . (Person <: projects))))) && (all ref2:(one Person),ref3:(one Project)|((ref3 in (ref2 . (Person <: projects))) => (ref2 in Student))));1;((all ref0:(one Project)|(some ref1:(one Person)|(ref0 in (ref1 . (Person <: projects))))) && (all ref2:(one Person),ref3:(one Project)|((ref3 in (ref2 . (Person <: projects))) => (ref2 in Student))));12
this/inv7;(all ref0:(one Student)|(some ref1:(one Project)|(one ref2:(one Course)|((ref1 in (ref0 . (Person <: projects))) && (ref1 in (ref2 . (Course <: projects)))))));1;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled)))|(lone ref2:(one Project)|((ref2 in (ref0 . (Person <: projects))) && (ref2 in (ref1 . (Course <: projects))))));12
this/inv6;(all ref0:(one Student)|(some ref1:(one Project)|((ref1 in (ref0 . (Person <: projects))) => (ref1 in ((ref0 . (Person <: enrolled)) . (Course <: projects))))));1;(all ref0:(one Person),ref1:(one Project)|((ref1 in (ref0 . (Person <: projects))) => (ref1 in ((ref0 . (Person <: enrolled)) . (Course <: projects)))));4
this/inv8;(all ref0:(one Professor)|(no ((ref0 . (Person <: projects)) & ((ref0 . (Person <: teaches)) . (Course <: projects)))));1;(all ref0:(one Person)|(no ((ref0 . (Person <: enrolled)) & (ref0 . (Person <: teaches)))));6
this/inv14;(all ref0:(one Project),ref1:(one Project),ref2:(one Student),ref3:(one Student)|((ref0 in (ref2 . (Person <: projects))) && (ref0 in (ref3 . (Person <: projects))) && (ref1 !in (ref3 . (Person <: projects))) && (ref1 in (ref2 . (Person <: projects)))));1;(all ref0:(one Project),ref1:(one Project),ref2:(one Student),ref3:(one Student)|(((ref0 in (ref2 . (Person <: projects))) && (ref0 in (ref3 . (Person <: projects))) && (ref1 in (ref2 . (Person <: projects))) && (ref1 in (ref3 . (Person <: projects))) && (ref2 != ref3)) => (ref0 = ref1)));21
this/inv6;(all ref0:(one (Student - Professor)),ref1:(one (ref0 . (Person <: projects)))|(ref1 in ((ref0 . (Person <: enrolled)) . (Course <: projects))));1;(all ref0:(one Student),ref1:(one (ref0 . (Person <: projects)))|(ref1 in ((ref0 . (Person <: enrolled)) . (Course <: projects))));4
this/inv7;(all ref0:(one Course),ref1:(one Student)|(some ref2:(one Project)|(ref2 in (((ref1 . (Person <: enrolled)) . (Course <: projects)) & (ref1 . (Person <: projects))))));1;(all ref0:(one Course),ref1:(one Student)|(lone ref2:(one Project)|(ref2 in ((ref0 . (Course <: projects)) & (ref1 . (Person <: projects))))));10
this/inv7;(all ref0:(one Course),ref1:(one Person)|((one ((ref0 . (Course <: projects)) & (ref1 . (Person <: projects)))) && (ref1 in Student)));1;(all ref0:(one Course),ref1:(one Person)|(lone ((ref0 . (Course <: projects)) & (ref1 . (Person <: projects)))));10
this/inv7;(all ref0:(one Student)|(some ref1:(one Project)|(ref1 in (((ref0 . (Person <: enrolled)) . (Course <: projects)) & (ref0 . (Person <: projects))))));1;(all ref0:(one Course),ref1:(one Person)|(lone ((ref0 . (Course <: projects)) & (ref1 . (Person <: projects)))));11
this/inv6;(all ref0:(one (Student - Professor)),ref1:(one (ref0 . (Person <: projects)))|(some ref2:(one Course)|((ref1 in (ref0 . (Person <: projects))) && (ref1 in (ref2 . (Course <: projects))))));1;(all ref0:(one Person),ref1:(one Project)|((ref1 in (ref0 . (Person <: projects))) => (ref1 in ((ref0 . (Person <: enrolled)) . (Course <: projects)))));11
this/inv1;(all ref0:(one Person)|((ref0 !in Student) => (ref0 !in (ref0 . (Person <: enrolled)))));1;(all ref0:(one Person)|((ref0 !in Student) => (no (ref0 . (Person <: enrolled)))));5
this/inv7;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled)))|(lone ref2:(one Project)|(ref2 in (ref1 . (Course <: projects)))));1;(all ref0:(one Student),ref1:(one (ref0 . (Person <: enrolled)))|(lone ref2:(one (ref0 . (Person <: projects)))|(ref2 in (ref1 . (Course <: projects)))));6
this/inv6;(all ref0:(one (Student - Professor)),ref1:(one (ref0 . (Person <: projects)))|(some ref2:(one Course)|((ref1 in (ref2 . (Course <: projects))) && (ref2 in (ref0 . (Person <: enrolled))))));1;(all ref0:(one Student),ref1:(one (ref0 . (Person <: projects)))|(some ref2:(one Course)|((ref1 in (ref2 . (Course <: projects))) && (ref2 in (ref0 . (Person <: enrolled))))));6
this/inv5;(some ref0:(one (Person - Professor)),ref1:(one Project)|(ref1 in (ref0 . (Person <: projects))));1;((Person <: projects) in (Student some-> Project));8
