;predicate;formula;frequency;closest_solution;solution_distance
273;this/inv14;(all ref0:(one Person),ref1:(one Person)|(((some (ref0 . (Class . (Class <: Groups)))) && (some (ref1 <: (Person <: Teaches)))) => (some ((ref1 <: (Person <: Tutors)) . ref0))));1;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|(((some (ref1 . (ref0 . (Class <: Groups)))) && (some ((ref2 <: (Person <: Teaches)) . ref0))) => (some ((ref2 <: (Person <: Tutors)) . ref1))));17
274;this/inv10;(((Class <: Groups) . Group) = ((Class -> Student) + (Class -> Teacher)));1;(all ref0:(one Class)|((((ref0 . (Class <: Groups)) . Group) & Student) = Student));11
275;this/inv14;(all ref0:(one Person),ref1:(one Person)|(((some (ref0 . (Class . (Class <: Groups)))) && (some (ref1 <: (Person <: Teaches)))) => (some (ref1 <: ((Person <: Tutors) . ref0)))));1;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|(((some (ref1 . (ref0 . (Class <: Groups)))) && (some ((ref2 <: (Person <: Teaches)) . ref0))) => (some ((ref2 <: (Person <: Tutors)) . ref1))));19
276;this/inv5;(all ref0:(one Student),ref1:(one Teacher)|((no (ref0 . (Person <: Teaches))) && (some (ref1 . (Person <: Teaches)))));1;(some (Teacher . (Person <: Teaches)));9
277;this/inv10;(((Class <: Groups) . Group) = ((Class -> Student) . (Class -> Teacher)));1;(all ref0:(one Class)|((((ref0 . (Class <: Groups)) . Group) & Student) = Student));11
278;this/inv4;(some ref0:(one Person)|(ref0 !in (Student + Teacher)));1;(all ref0:(one Person)|(ref0 in (Student + Teacher)));4
279;this/inv5;(some (Class & (Person . (Person <: Teaches))));1;(some (Class & (Teacher . (Person <: Teaches))));2
280;this/inv11;(all ref0:(one Class)|(some (((Class . (Class <: Groups)) - (ref0 . (Class <: Groups))) :> (((Person <: Teaches) . ref0) & Teacher))));1;(all ref0:(one Class)|((no (ref0 . (Class <: Groups))) || (some (((Person <: Teaches) . ref0) & Teacher))));11
281;this/inv14;(all ref0:(one Person),ref1:(one Person)|(((some (ref0 . (Class . (Class <: Groups)))) && (some (ref1 <: ((Person <: Teaches) . Class)))) => (some (ref1 <: ((Person <: Tutors) . ref0)))));1;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|(((some (ref1 . (ref0 . (Class <: Groups)))) && (some ((ref2 <: (Person <: Teaches)) . ref0))) => (some ((ref2 <: (Person <: Tutors)) . ref1))));21
282;this/inv4;(all ref0:(one Person)|(ref0 !in Teacher));1;(no ref0:(one Person)|((ref0 !in Student) && (ref0 !in Teacher)));6
283;this/inv10;(all ref0:(one Class),ref1:(one Student)|(some ref2:(one Group)|((ref0 -> (ref2 -> ref1)) in (Class <: Groups))));1;(all ref0:(one Class),ref1:(one Student)|(some ref2:(one Group)|((ref0 -> (ref1 -> ref2)) in (Class <: Groups))));8
284;this/inv11;(all ref0:(one Class)|(some (((Class . (Class <: Groups)) - (ref0 . (Class <: Groups))) -> (((Person <: Teaches) . ref0) & Teacher))));1;(all ref0:(one Class)|((no (ref0 . (Class <: Groups))) || (some (((Person <: Teaches) . ref0) & Teacher))));11
285;this/inv14;(all ref0:(one Class),ref1:(one Person),ref2:(one Person)|(((some (ref1 . (ref0 . (Class <: Groups)))) && (some ((ref2 <: (Person <: Teaches)) . ref0))) => (some ((ref2 <: (Person <: Tutors)) . ref1))));1;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|(((some (ref1 . (ref0 . (Class <: Groups)))) && (some ((ref2 <: (Person <: Teaches)) . ref0))) => (some ((ref2 <: (Person <: Tutors)) . ref1))));6
286;this/inv11;(all ref0:(one Class)|(((ref0 . (Class <: Groups)) in (Class . (Class <: Groups))) => (((Person <: Teaches) . ref0) in ((Person <: Teaches) . Class))));1;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (ref0 in (Teacher . (Person <: Teaches)))));11
287;this/inv2;(Person !in Teacher);1;(no (Person & Teacher));3
288;this/inv11;(all ref0:(one Class)|(((ref0 . (Class <: Groups)) in (Class . (Class <: Groups))) => (((Person <: Teaches) . ref0) in (((Person <: Teaches) . Class) & Teacher))));1;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (ref0 in (Teacher . (Person <: Teaches)))));13
289;this/inv5;(all ref0:(one Teacher)|(some ref1:(one Class)|(some ((Person <: Teaches) . ref1))));1;(some (Teacher . (Person <: Teaches)));4
290;this/inv14;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|(((some (ref1 . (ref0 <: (Class <: Groups)))) && (some ((ref2 <: (Person <: Teaches)) . ref0))) => (some ((ref2 <: (Person <: Tutors)) . ref1))));1;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|(((some (ref1 . (ref0 . (Class <: Groups)))) && (some ((ref2 <: (Person <: Teaches)) . ref0))) => (some ((ref2 <: (Person <: Tutors)) . ref1))));8
291;this/inv11;(all ref0:(one Class)|(((ref0 . (Class <: Groups)) in (Class . (Class <: Groups))) => ((((Person <: Teaches) . ref0) & Teacher) in (((Person <: Teaches) . Class) & Teacher))));1;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some (((Person <: Teaches) . ref0) & Teacher))));14
292;this/inv7;(all ref0:(one Class)|((# ((Person <: Teaches) . ref0)) > 0));1;(all ref0:(one Class)|((# (((Person <: Teaches) . ref0) & Teacher)) > 0));4
293;this/inv14;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|(some ref3:(one Group)|((((ref0 -> (ref1 -> ref3)) in (Class <: Groups)) && ((ref2 -> ref0) in (Person <: Teaches))) => ((ref2 -> ref1) in (Person <: Tutors)))));1;(all ref0:(one Class),ref1:(one Group),ref2:(one Student),ref3:(one Teacher)|((((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) && ((ref3 -> ref0) in (Person <: Teaches))) => ((ref3 -> ref2) in (Person <: Tutors))));14
294;this/inv5;(some (Teacher -> (Person <: Teaches)));1;(some (Teacher <: (Person <: Teaches)));2
295;this/inv5;(all ref0:(one Teacher)|(lone (ref0 . (~ (Person <: Teaches)))));1;(some ref0:(one Teacher)|(some (ref0 . (Person <: Teaches))));5
296;this/inv11;(all ref0:(one Class)|(((ref0 . (Class <: Groups)) in (Class . (Class <: Groups))) => ((((Person <: Teaches) . ref0) & Teacher) in ((Person <: Teaches) . Class))));1;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some (((Person <: Teaches) . ref0) & Teacher))));12
297;this/inv11;(all ref0:(one Class)|(((ref0 . (Class <: Groups)) in (Class . (Class <: Groups))) => (some (((Person <: Teaches) . ref0) & Teacher))));1;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some (((Person <: Teaches) . ref0) & Teacher))));7
298;this/inv14;(all ref0:(one Class),ref1:(one Person),ref2:(one Student)|(some ref3:(one Group)|((((ref0 -> (ref2 -> ref3)) in (Class <: Groups)) && ((ref1 -> ref0) in (Person <: Teaches))) => ((ref1 -> ref2) in (Person <: Tutors)))));1;(all ref0:(one Class),ref1:(one Group),ref2:(one Student),ref3:(one Teacher)|((((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) && ((ref3 -> ref0) in (Person <: Teaches))) => ((ref3 -> ref2) in (Person <: Tutors))));14
299;this/inv4;(no ((Person & Student) & (Person & Teacher)));1;(no ((Person - Student) & (Person - Teacher)));4
300;this/inv14;(all ref0:(one Class),ref1:(one Person),ref2:(one Person)|(some ref3:(one Group)|((((ref0 -> (ref1 -> ref3)) in (Class <: Groups)) && ((ref2 -> ref0) in (Person <: Teaches))) => ((ref2 -> ref1) in (Person <: Tutors)))));1;(all ref0:(one Class),ref1:(one Group),ref2:(one Student),ref3:(one Teacher)|((((ref0 -> (ref2 -> ref1)) in (Class <: Groups)) && ((ref3 -> ref0) in (Person <: Teaches))) => ((ref3 -> ref2) in (Person <: Tutors))));14
301;this/inv9;(all ref0:(one Teacher),ref1:(one Teacher)|((ref0 . (Person <: Teaches)) !in (ref1 . (Person <: Teaches))));1;(all ref0:(one Class)|(lone ref1:(one Teacher)|(ref0 in (ref1 . (Person <: Teaches)))));8
302;this/inv5;(all ref0:(one Teacher)|(lone (ref0 . (Class <: Groups))));1;(some ref0:(one Teacher)|(some (ref0 . (Person <: Teaches))));6
303;this/inv14;(all ref0:(one Class),ref1:(one Student)|(((some (ref1 . (ref0 . (Class <: Groups)))) && (some ((Teacher <: (Person <: Teaches)) . ref0))) => (some ((Teacher <: (Person <: Tutors)) . ref1))));1;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|(((some (ref1 . (ref0 . (Class <: Groups)))) && (some ((ref2 <: (Person <: Teaches)) . ref0))) => (some ((ref2 <: (Person <: Tutors)) . ref1))));9
304;this/inv6;(some ref0:(one Class),ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches)));1;(all ref0:(one Teacher)|(some ref1:(one Class)|(ref1 in (ref0 . (Person <: Teaches)))));6
305;this/inv14;(all ref0:(one Student),ref1:(one Teacher)|(((some (ref0 . (Class . (Class <: Groups)))) && (some ((ref1 <: (Person <: Teaches)) . Class))) => (some ((ref1 <: (Person <: Tutors)) . ref0))));1;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|(((some (ref1 . (ref0 . (Class <: Groups)))) && (some ((ref2 <: (Person <: Teaches)) . ref0))) => (some ((ref2 <: (Person <: Tutors)) . ref1))));17
306;this/inv5;(some ((Class <: Groups) . Teacher));1;(some (Teacher . (Person <: Teaches)));2
307;this/inv9;(all ref0:(one (Teacher . (Person <: Teaches))),ref1:(one (Teacher . (Person <: Teaches)))|(ref0 != ref1));1;(all ref0:(one Class)|(lone ref1:(one Teacher)|(ref0 in (ref1 . (Person <: Teaches)))));8
308;this/inv9;(all ref0:(one Teacher)|(one (((Class <: Groups) . Group) . ref0)));1;(all ref0:(one Class)|(lone (((Person <: Teaches) . ref0) & Teacher)));10
309;this/inv9;(all ref0:(one (Person . (Person <: Teaches))),ref1:(one (Person . (Person <: Teaches)))|(ref0 != ref1));1;(all ref0:(one Class)|(lone ref1:(one Teacher)|(ref0 in (ref1 . (Person <: Teaches)))));8
310;this/inv5;(some (Teacher . (Class <: Groups)));1;(some (Teacher . (Person <: Teaches)));2
311;this/inv14;(all ref0:(one Class),ref1:(one Teacher)|(((some ((ref1 <: (Person <: Teaches)) . ref0)) && (some (Student . (ref0 . (Class <: Groups))))) => (some ((ref1 <: (Person <: Tutors)) . Student))));1;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|(((some (((Person <: Teaches) . ref0) & ref2)) && (some (ref1 . (ref0 . (Class <: Groups))))) => (some ((ref2 <: (Person <: Tutors)) . ref1))));15
312;this/inv10;(all ref0:(one Class),ref1:(one ((ref0 . (Class <: Groups)) . Person))|((# (ref1 . (Class <: Groups))) > 0));1;(all ref0:(one Class),ref1:(one Student)|(some (ref1 . (ref0 . (Class <: Groups)))));10
313;this/inv9;(all ref0:(one Class)|(lone (ref0 & (Teacher . (Person <: Teaches)))));1;(all ref0:(one Class)|(lone (((Person <: Teaches) . ref0) & Teacher)));6
314;this/inv9;(all ref0:(one Teacher)|(one (ref0 & ((Class . (Class <: Groups)) . Group))));1;(all ref0:(one Class)|(lone (((Person <: Teaches) . ref0) & Teacher)));12
315;this/inv5;(all ref0:(one Teacher)|(some ((~ (Person <: Teaches)) . ref0)));1;(some (Teacher . (Person <: Teaches)));4
316;this/inv14;(all ref0:(one Class)|((Student . (ref0 . (Class <: Groups))) in (((Person <: Teaches) . ref0) & (Teacher . (Person <: Tutors)))));1;(all ref0:(one Class),ref1:(one Student)|((some (ref1 . (ref0 . (Class <: Groups)))) => ((((Person <: Teaches) . ref0) & Teacher) in ((Person <: Tutors) . ref1))));14
317;this/inv5;(all ref0:(one Teacher)|(some ((~ (Person <: Tutors)) . ref0)));1;(some ref0:(one Teacher)|(some (ref0 . (Person <: Teaches))));5
318;this/inv6;(Teacher in ((~ (Person <: Teaches)) . Person));1;(Teacher in (Class . (~ (Person <: Teaches))));2
319;this/inv14;(all ref0:(one Class)|((Student . (ref0 . (Class <: Groups))) in (((Person <: Teaches) . ref0) & (Person . (Person <: Tutors)))));1;(all ref0:(one Class),ref1:(one Student)|((some (ref1 . (ref0 . (Class <: Groups)))) => ((((Person <: Teaches) . ref0) & Teacher) in ((Person <: Tutors) . ref1))));14
320;this/inv12;(all ref0:(one Teacher)|(some ref1:(one Class)|((ref1 in (ref0 . (Person <: Teaches))) <=> (some (ref1 . (Class <: Groups))))));1;(all ref0:(one Teacher)|(some ref1:(one (ref0 . (Person <: Teaches)))|(some (ref1 . (Class <: Groups)))));10
321;this/inv5;(((Person <: Teaches) . Class) in Teacher);1;(some (((Person <: Teaches) . Class) & Teacher));3
322;this/inv6;(((Person <: Teaches) . (~ (Person <: Teaches))) in iden);1;(Teacher in ((Teacher . (Person <: Teaches)) . (~ (Person <: Teaches))));4
323;this/inv14;(all ref0:(one Class)|(((ref0 . (Class <: Groups)) . Group) in (((Person <: Teaches) . ref0) & (Person . (Person <: Tutors)))));1;(all ref0:(one Class),ref1:(one Student)|((ref1 in ((ref0 . (Class <: Groups)) . Group)) => ((((Person <: Teaches) . ref0) & Teacher) in ((Person <: Tutors) . ref1))));13
324;this/inv12;(all ref0:(one Teacher)|(some ref1:(one Class)|(((ref0 -> ref1) in (Person <: Teaches)) => (some ref2:(one Group),ref3:(one Student)|((ref1 -> (ref3 -> ref2)) in (Class <: Groups))))));1;(all ref0:(one Teacher)|(some ref1:(one Class),ref2:(one Group),ref3:(one Person)|(((ref0 -> ref1) in (Person <: Teaches)) && ((ref1 -> (ref3 -> ref2)) in (Class <: Groups)))));10
325;this/inv6;(all ref0:(one Teacher)|((ref0 -> Class) in (Person <: Teaches)));1;(all ref0:(one Teacher)|(some ref1:(one Class)|((ref0 -> ref1) in (Person <: Teaches))));5
326;this/inv14;(all ref0:(one Class)|(((ref0 . (Class <: Groups)) . Group) in (((Person <: Teaches) . ref0) & (Teacher . (Person <: Tutors)))));1;(all ref0:(one Class),ref1:(one Student)|((ref1 in ((ref0 . (Class <: Groups)) . Group)) => ((((Person <: Teaches) . ref0) & Teacher) in ((Person <: Tutors) . ref1))));13
327;this/inv6;(all ref0:(one Teacher)|(lone (ref0 . (Person <: Teaches))));1;(all ref0:(one Teacher)|(some (ref0 . (Person <: Teaches))));4
328;this/inv4;((no (Person & Student)) || (no (Person & Teacher)));1;((Person - Student) in Teacher);8
329;this/inv5;(all ref0:(one Class)|(some (ref0 . (~ (Person <: Teaches)))));1;(some ref0:(one Teacher)|(some (ref0 . (Person <: Teaches))));3
330;this/inv14;(all ref0:(one Class)|(((ref0 . (Class <: Groups)) . Group) in (((Person <: Teaches) . ref0) & ((Person <: Tutors) . Person))));1;(all ref0:(one Class),ref1:(one Student)|((ref1 in ((ref0 . (Class <: Groups)) . Group)) => ((((Person <: Teaches) . ref0) & Teacher) in ((Person <: Tutors) . ref1))));13
331;this/inv11;(all ref0:(one Class)|(((# (((Person <: Teaches) . ref0) & Teacher)) = 1) && ((# (ref0 . (Class <: Groups))) > 0)));1;(all ref0:(one Class)|((no ((Teacher <: (Person <: Teaches)) . ref0)) => (no (ref0 . (Class <: Groups)))));16
332;this/inv4;((some (Person & Student)) || (some (Person & Teacher)));1;((Person - Student) in Teacher);8
333;this/inv13;((Student in (Teacher . (Person <: Teaches))) && (Teacher in (Student . (~ (Person <: Teaches)))));1;((Person <: Tutors) in (Teacher -> Student));11
334;this/inv11;(all ref0:(one Class)|(((# (ref0 . (Class <: Groups))) > 0) && (0 < (# (((Person <: Teaches) . ref0) & Teacher)))));1;(all ref0:(one Class)|((no (ref0 . (Class <: Groups))) || (some (((Person <: Teaches) . ref0) & Teacher))));12
335;this/inv14;(all ref0:(one Class)|(((ref0 . (Class <: Groups)) . Group) in (((Person <: Teaches) . ref0) & ((Person <: Tutors) . Student))));1;(all ref0:(one Class),ref1:(one Student)|((ref1 in ((ref0 . (Class <: Groups)) . Group)) => ((((Person <: Teaches) . ref0) & Teacher) in ((Person <: Tutors) . ref1))));13
336;this/inv9;(all ref0:(one Class),ref1:(one Teacher),ref2:(one Teacher)|(((ref1 -> ref0) in (Person <: Teaches)) => ((ref2 -> ref0) !in (Person <: Teaches))));1;(all ref0:(one Class)|(lone ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches))));11
337;this/inv13;(Student in (Teacher . (Person <: Teaches)));1;((Person <: Tutors) in (Teacher -> Student));6
338;this/inv14;(all ref0:(one Class)|(((ref0 . (Class <: Groups)) . Group) in (((Person <: Tutors) . ((Person <: Teaches) . ref0)) & ((Person <: Tutors) . Person))));1;(all ref0:(one Class),ref1:(one Student)|((ref1 in ((ref0 . (Class <: Groups)) . Group)) => ((((Person <: Teaches) . ref0) & Teacher) in ((Person <: Tutors) . ref1))));15
339;this/inv3;(all ref0:(one Person)|((ref0 !in Student) && (ref0 !in Teacher)));1;(all ref0:(one Person)|((ref0 !in Student) || (ref0 !in Teacher)));4
340;this/inv14;(((Class in ((Teacher <: (Person <: Teaches)) . Class)) && (Student in ((Class . (Class <: Groups)) . Student))) => (Student in ((Teacher <: (Person <: Tutors)) . Student)));1;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|(((ref0 in (ref2 . (Person <: Teaches))) && (ref1 in ((ref0 . (Class <: Groups)) . Group))) => (ref1 in (ref2 . (Person <: Tutors)))));21
341;this/inv5;(some ((Class . (Person <: Teaches)) & Teacher));1;(some ((Class . (~ (Person <: Teaches))) & Teacher));1
342;this/inv3;(all ref0:(one Person)|(! ((ref0 !in Student) && (ref0 !in Teacher))));1;(all ref0:(one Person)|((ref0 !in Student) || (ref0 !in Teacher)));5
343;this/inv14;(all ref0:(one Class)|(((ref0 . (Class <: Groups)) . Group) in ((((Person <: Teaches) . ref0) . (Person <: Tutors)) & (Teacher . (Person <: Tutors)))));1;(all ref0:(one Class),ref1:(one Student)|((ref1 in ((ref0 . (Class <: Groups)) . Group)) => ((((Person <: Teaches) . ref0) & Teacher) in ((Person <: Tutors) . ref1))));15
344;this/inv9;(all ref0:(one Class)|((Teacher -> ref0) !in (Person <: Teaches)));1;(all ref0:(one Class)|(lone ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches))));7
345;this/inv3;(all ref0:(one Person)|((ref0 in Student) => (((ref0 !in Teacher) && (ref0 in Teacher)) => (ref0 !in Student))));1;(all ref0:(one Person)|(((ref0 in Student) => (ref0 !in Teacher)) || ((ref0 in Teacher) => (ref0 !in Student))));8
346;this/inv11;(all ref0:(one Class)|(((# (((Person <: Teaches) . ref0) & Teacher)) > 0) => ((# (ref0 . (Class <: Groups))) > 0)));1;(all ref0:(one Class)|((no ((Teacher <: (Person <: Teaches)) . ref0)) => (no (ref0 . (Class <: Groups)))));14
347;this/inv14;(((Class in ((Teacher <: (Person <: Teaches)) . Class)) && (Student in (Class . ((Class <: Groups) . Student)))) => (Student in ((Teacher <: (Person <: Tutors)) . Student)));1;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|(((ref0 in (ref2 . (Person <: Teaches))) && (ref1 in ((ref0 . (Class <: Groups)) . Group))) => (ref1 in (ref2 . (Person <: Tutors)))));21
348;this/inv14;(all ref0:(one Class)|((((ref0 . (Class <: Groups)) . Group) & Student) in (((Person <: Teaches) . ref0) . (Person <: Tutors))));1;(all ref0:(one Class)|(((((Person <: Teaches) . ref0) & Teacher) -> (((ref0 . (Class <: Groups)) . Group) & Student)) in (Person <: Tutors)));12
349;this/inv11;(all ref0:(one Class)|((some (Teacher -> ref0)) => (some (Class <: Groups))));1;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some (Teacher <: ((Person <: Teaches) . ref0)))));12
350;this/inv14;(all ref0:(one Class)|((((ref0 . (Class <: Groups)) . Group) & Student) in ((((Person <: Teaches) . ref0) . (Person <: Tutors)) + (Teacher . (Person <: Tutors)))));1;(all ref0:(one Class)|(((((Person <: Teaches) . ref0) & Teacher) -> (((ref0 . (Class <: Groups)) . Group) & Student)) in (Person <: Tutors)));16
351;this/inv5;(some ref0:(one Class)|(lone ((Person <: Teaches) . ref0)));1;(some (Teacher . (Person <: Teaches)));5
352;this/inv12;(all ref0:(one Teacher)|(some (ref0 -> (Class . (Class <: Groups)))));1;(all ref0:(one Teacher)|(some (ref0 <: ((Person <: Teaches) . (Class <: Groups)))));6
353;this/inv14;(all ref0:(one Class)|(((ref0 . (Class <: Groups)) . Group) in ((((Person <: Teaches) . ref0) . (Person <: Tutors)) + (Teacher . (Person <: Tutors)))));1;(all ref0:(one Class),ref1:(one Student)|((ref1 in ((ref0 . (Class <: Groups)) . Group)) => ((((Person <: Teaches) . ref0) & Teacher) in ((Person <: Tutors) . ref1))));15
354;this/inv11;(all ref0:(one Class)|((some (Class <: Groups)) => (some (Teacher -> ref0))));1;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some (Teacher <: ((Person <: Teaches) . ref0)))));8
355;this/inv14;((Class in ((Teacher <: (Person <: Teaches)) . Class)) => (Student in ((Teacher <: (Person <: Tutors)) . Student)));1;(all ref0:(one Class),ref1:(one Student)|((ref1 in ((ref0 . (Class <: Groups)) . Group)) => ((((Person <: Teaches) . ref0) & Teacher) in ((Person <: Tutors) . ref1))));22
356;this/inv12;(all ref0:(one Teacher),ref1:(one (ref0 . (Person <: Teaches)))|(some (Class <: Groups)));1;(all ref0:(one Teacher)|(some ref1:(one (ref0 . (Person <: Teaches)))|(some (ref1 . (Class <: Groups)))));6
357;this/inv11;(all ref0:(one Class)|((some ((Person <: Teaches) . ref0)) => (some (Person . (ref0 . (Class <: Groups))))));1;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some (Teacher <: ((Person <: Teaches) . ref0)))));10
358;this/inv12;(some ((Class . (Class <: Groups)) -> Teacher));1;(all ref0:(one Teacher)|(some ref1:(one (ref0 . (Person <: Teaches)))|(some (ref1 . (Class <: Groups)))));6
359;this/inv12;(all ref0:(one Teacher),ref1:(one (ref0 . (Person <: Teaches)))|(some (ref1 -> (Person -> (Class <: Groups)))));1;(all ref0:(one Teacher)|(some ref1:(one (ref0 . (Person <: Teaches)))|(some (ref1 . (Class <: Groups)))));8
360;this/inv11;(all ref0:(one Teacher)|(some ((ref0 . (Person <: Teaches)) . (Class <: Groups))));1;(no ((Class - (Teacher . (Person <: Teaches))) . (Class <: Groups)));7
361;this/inv11;(all ref0:(one Class)|((some (((Person <: Teaches) . ref0) & Teacher)) => (one (Person . (ref0 . (Class <: Groups))))));1;(all ref0:(one Class)|((no ((Teacher <: (Person <: Teaches)) . ref0)) => (no (ref0 . (Class <: Groups)))));12
362;this/inv9;((Person <: Teaches) in (Teacher lone-> Class));1;(all ref0:(one Class)|(lone (((Person <: Teaches) . ref0) & Teacher)));8
363;this/inv11;(all ref0:(one Class)|((some (((Person <: Teaches) . ref0) & Teacher)) => (lone (Person . (ref0 . (Class <: Groups))))));1;(all ref0:(one Class)|((no ((Teacher <: (Person <: Teaches)) . ref0)) => (no (ref0 . (Class <: Groups)))));12
364;this/inv4;(all ref0:(one Person)|((no (ref0 . (Person <: Teaches))) && (ref0 !in (Student + Teacher))));1;(no ref0:(one Person)|((ref0 !in Student) && (ref0 !in Teacher)));9
365;this/inv9;((Person <: Teaches) in (Person lone-> Class));1;(all ref0:(one Class)|(lone ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches))));8
366;this/inv12;(all ref0:(one Teacher)|(some ((Teacher . (Person <: Teaches)) . (Class <: Groups))));1;(all ref0:(one Teacher)|(some ((ref0 . (Person <: Teaches)) . (Class <: Groups))));4
367;this/inv14;(all ref0:(one Teacher)|(some ((Person <: Tutors) . (((ref0 . (Person <: Teaches)) . (Class <: Groups)) . Group))));1;(all ref0:(one Class)|(((((Person <: Teaches) . ref0) & Teacher) -> (((ref0 . (Class <: Groups)) . Group) & Student)) in (Person <: Tutors)));17
368;this/inv14;(all ref0:(one Class),ref1:(one ((ref0 . (Class <: Groups)) . Person))|(ref1 in ((Person <: Teaches) . ref0)));1;(all ref0:(one Class)|(((((Person <: Teaches) . ref0) & Teacher) -> (((ref0 . (Class <: Groups)) . Group) & Student)) in (Person <: Tutors)));15
369;this/inv11;(all ref0:(one Class)|(lone ((((Person <: Teaches) . ref0) & Teacher) + (Person - ((ref0 . (Class <: Groups)) . Group)))));1;(all ref0:(one Class)|((no ((Teacher <: (Person <: Teaches)) . ref0)) => (no (ref0 . (Class <: Groups)))));15
370;this/inv11;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => ((Teacher -> ref0) in (Person <: Teaches))));1;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (some ref1:(one Teacher)|((ref1 -> ref0) in (Person <: Teaches)))));5
371;this/inv11;(all ref0:(one Class)|(some (ref0 . (Class <: Groups))));1;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (ref0 in (Teacher . (Person <: Teaches)))));8
372;this/inv9;((((Person <: Teaches) . (~ (Person <: Teaches))) in iden) && (((~ (Person <: Teaches)) . (Person <: Teaches)) in iden));1;(((Teacher <: (Person <: Teaches)) . (~ (Teacher <: (Person <: Teaches)))) in iden);11
373;this/inv5;(all ref0:(one Person)|(some (ref0 . (Person <: Teaches))));1;(some ref0:(one Teacher)|(some (ref0 . (Person <: Teaches))));2
374;this/inv14;(all ref0:(one Class),ref1:(one Student)|(some ((ref0 . (Class <: Groups)) . ref1)));1;(all ref0:(one Class)|(((((Person <: Teaches) . ref0) & Teacher) -> (((ref0 . (Class <: Groups)) . Group) & Student)) in (Person <: Tutors)));16
375;this/inv11;(all ref0:(one Class)|(some (((Person <: Teaches) . ref0) . (Class <: Groups))));1;(no ((Class - (Teacher . (Person <: Teaches))) . (Class <: Groups)));7
376;this/inv14;(all ref0:(one Class),ref1:(one Student)|(some (ref0 . (Class <: Groups))));1;(all ref0:(one Class)|(((((Person <: Teaches) . ref0) & Teacher) -> (((ref0 . (Class <: Groups)) . Group) & Student)) in (Person <: Tutors)));16
377;this/inv12;(some ref0:(one Teacher)|(some (ref0 . (Class . (Class <: Groups)))));1;(all ref0:(one Teacher)|(some ((ref0 <: (Person <: Teaches)) . (Class <: Groups))));6
378;this/inv5;(some Teacher);1;(some (Teacher <: (Person <: Teaches)));2
379;this/inv10;(all ref0:(one Class)|(some ref1:(one Group),ref2:(one Student)|((ref2 -> ref1) in (ref0 . (Class <: Groups)))));1;(all ref0:(one Class),ref1:(one Student)|(some ref2:(one Group)|((ref1 -> ref2) in (ref0 . (Class <: Groups)))));8
380;this/inv5;((all ref0:(one Teacher)|(some (ref0 . (Person <: Teaches)))) && (some Teacher));1;(some ref0:(one Teacher)|(some (ref0 . (Person <: Teaches))));5
381;this/inv11;(no (((Person - Teacher) . (Person <: Teaches)) . (Class <: Groups)));1;(no ((Class - (Teacher . (Person <: Teaches))) . (Class <: Groups)));4
382;this/inv14;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|((ref0 in (ref2 . (Person <: Teaches))) => (ref1 in (ref2 . (Person <: Tutors)))));1;(all ref0:(one Class),ref1:(one Student),ref2:(one Teacher)|(((ref0 in (ref2 . (Person <: Teaches))) && (ref1 in ((ref0 . (Class <: Groups)) . Group))) => (ref1 in (ref2 . (Person <: Tutors)))));14
383;this/inv11;(some ((Teacher . (Person <: Teaches)) . (Class <: Groups)));1;(no ((Class - (Teacher . (Person <: Teaches))) . (Class <: Groups)));4
384;this/inv11;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (Teacher = Teacher)));1;(all ref0:(one Class)|((some (ref0 . (Class <: Groups))) => (ref0 in (Teacher . (Person <: Teaches)))));8
